"FileName","Precipitant Type","Precipitant","Precipitant Annotator","Precipitant Span Start","Precipitant Span End","Object Type","Object","Object Annotator","Metabolite Active Ingredient","Object Span Start","Object Span End","Modality","Interaction Phrase Type","Interaction Phrase","Interaction Phrase Annotator","Interaction Phrase Span Start","Interaction Phrase Span End"
"package-insert-section-156.txt","Active ingredient","ramipril ","consensus set annotator team",1733,1741,"Active ingredient","aliskiren ","consensus set annotator team",,1833,1842,"Negative","Qualitative","did not result in clinically significant increases in aliskiren exposure ","consensus set annotator team",1779,1851
"package-insert-section-156.txt","Active ingredient","valsartan ","consensus set annotator team",1743,1752,"Active ingredient","aliskiren ","consensus set annotator team",,1833,1842,"Negative","Qualitative","did not result in clinically significant increases in aliskiren exposure ","consensus set annotator team",1779,1851
"package-insert-section-156.txt","Active ingredient","hydrochlorothiazide ","consensus set annotator team",1712,1731,"Active ingredient","aliskiren ","consensus set annotator team",,1833,1842,"Negative","Qualitative","did not result in clinically significant increases in aliskiren exposure ","consensus set annotator team",1779,1851
"package-insert-section-156.txt","Active ingredient","amlodipine ","consensus set annotator team",1768,1778,"Active ingredient","aliskiren ","consensus set annotator team",,1833,1842,"Negative","Qualitative","did not result in clinically significant increases in aliskiren exposure ","consensus set annotator team",1779,1851
"package-insert-section-156.txt","Active ingredient","metformin ","consensus set annotator team",1754,1763,"Active ingredient","aliskiren ","consensus set annotator team",,1833,1842,"Negative","Qualitative","did not result in clinically significant increases in aliskiren exposure ","consensus set annotator team",1779,1851
"package-insert-section-156.txt","Active ingredient","ketoconazole ","consensus set annotator team",692,704,"Active ingredient","aliskiren ","consensus set annotator team",,710,719,"Positive","Quantitative","80% increase in plasma levels of aliskiren ","consensus set annotator team",747,789
"package-insert-section-156.txt","Active ingredient","verapamil ","consensus set annotator team",1430,1439,"Active ingredient","aliskiren ","consensus set annotator team",,1452,1461,"Positive","Quantitative","2-fold increase in Cmax and AUC ","consensus set annotator team",1491,1522
"package-insert-section-156.txt","Active ingredient","cyclosporine ","consensus set annotator team",1190,1202,"Active ingredient","aliskiren ","consensus set annotator team",,1214,1223,"Positive","Quantitative","2.5-fold increase in Cmax and 5-fold increase in AUC ","consensus set annotator team",1253,1305
"package-insert-section-156.txt","Active ingredient","lovastatin ","consensus set annotator team",1648,1658,"Active ingredient","aliskiren ","consensus set annotator team",,1833,1842,"Negative","Qualitative","did not result in clinically significant increases in aliskiren exposure ","consensus set annotator team",1779,1851
"package-insert-section-156.txt","Active ingredient","aliskiren ","consensus set annotator team",2306,2315,"Active ingredient","ramipril ","consensus set annotator team",,2459,2467,"Negative","Qualitative","did not significantly affect the pharmacokinetics ","consensus set annotator team",2316,2365
"package-insert-section-156.txt","Active ingredient","aliskiren ","consensus set annotator team",2306,2315,"Active ingredient","hydrochlorothiazide ","consensus set annotator team",,2471,2490,"Negative","Qualitative","did not significantly affect the pharmacokinetics ","consensus set annotator team",2316,2365
"package-insert-section-156.txt","Active ingredient","aliskiren ","consensus set annotator team",2024,2033,"Active ingredient","furosemide ","consensus set annotator team",,2058,2068,"Positive","Quantitative","AUC and Cmax of furosemide were reduced by about 30% and 50 ","consensus set annotator team",2074,2133
"package-insert-section-156.txt","Active ingredient","aliskiren ","consensus set annotator team",2306,2315,"Active ingredient","lovastatin ","consensus set annotator team",,2369,2379,"Negative","Qualitative","did not significantly affect the pharmacokinetics ","consensus set annotator team",2316,2365
"package-insert-section-156.txt","Active ingredient","aliskiren ","consensus set annotator team",2306,2315,"Active ingredient","digoxin ","consensus set annotator team",,2381,2388,"Negative","Qualitative","did not significantly affect the pharmacokinetics ","consensus set annotator team",2316,2365
"package-insert-section-156.txt","Active ingredient","aliskiren ","consensus set annotator team",2306,2315,"Active ingredient","valsartan ","consensus set annotator team",,2390,2399,"Negative","Qualitative","did not significantly affect the pharmacokinetics ","consensus set annotator team",2316,2365
"package-insert-section-156.txt","Active ingredient","atorvastatin ","consensus set annotator team",543,555,"Active ingredient","aliskiren ","consensus set annotator team",,592,601,"Positive","Quantitative","50% increase in aliskiren Cmax and AUC ","consensus set annotator team",576,614
"package-insert-section-158.txt","Active ingredient","propafenone ","consensus set annotator team",486,497,"Active ingredient","mexiletine ","consensus set annotator team",,528,538,"Negative","Qualitative","did not alter the kinetics ","consensus set annotator team",498,524
"package-insert-section-158.txt","Active ingredient","fluvoxamine ","consensus set annotator team",348,359,"Active ingredient","mexiletine ","consensus set annotator team",,282,292,"Positive","Quantitative","decreased by 38% ","consensus set annotator team",297,313
"package-insert-section-158.txt","Active ingredient","propafenone ","consensus set annotator team",486,497,"Active ingredient","mexiletine ","consensus set annotator team",,613,623,"Positive","Quantitative","clearance of mexiletine in the extensive metabolizer phenotype decreased by about 70% ","consensus set annotator team",600,685
"package-insert-section-158.txt","Active ingredient","mexiletine ","consensus set annotator team",891,901,"Active ingredient","propafenone ","consensus set annotator team",,816,827,"Negative","Qualitative","pharmacokinetics of propafenone were unaffected ","consensus set annotator team",796,843
"package-insert-section-159.txt","Active ingredient","Mexiletine ","consensus set annotator team",0,10,"Active ingredient","digoxin ","consensus set annotator team",,32,39,"Negative","Qualitative","does not alter serum digoxin levels ","consensus set annotator team",11,46
"package-insert-section-159.txt","Active ingredient","magnesium ","consensus set annotator team",51,60,"Active ingredient","digoxin ","consensus set annotator team",,205,212,"Positive","Qualitative","been reported to lower serum digoxin levels ","consensus set annotator team",176,219
"package-insert-section-159.txt","Active ingredient","aluminum ","consensus set annotator team",61,69,"Active ingredient","digoxin ","consensus set annotator team",,205,212,"Positive","Qualitative","been reported to lower serum digoxin levels ","consensus set annotator team",176,219
"package-insert-section-16.txt","Active ingredient","sertraline ","consensus set annotator team",231,241,"Active ingredient","cisapride ","consensus set annotator team",,315,324,"Negative","Qualitative","did not increase plasma concentrations ","consensus set annotator team",242,280
"package-insert-section-16.txt","Active ingredient","sertraline ","consensus set annotator team",231,241,"Active ingredient","terfenadine ","consensus set annotator team",,284,295,"Negative","Qualitative","did not increase plasma concentrations ","consensus set annotator team",242,280
"package-insert-section-16.txt","Active ingredient","sertraline ","consensus set annotator team",231,241,"Active ingredient","carbamazepine ","consensus set annotator team",,297,310,"Negative","Qualitative","did not increase plasma concentrations ","consensus set annotator team",242,280
"package-insert-section-16.txt","Active ingredient","sertraline ","consensus set annotator team",514,524,"Active ingredient","cisapride ","consensus set annotator team",,490,499,"Positive","Quantitative","induces the metabolism of cisapride (cisapride AUC and Cmax were reduced by about 35% ","consensus set annotator team",539,624
"package-insert-section-161.txt","Active ingredient","nelfinavir ","consensus set annotator team",20,30,"Active ingredient","azithromycin ","consensus set annotator team",,74,86,"Positive","Qualitative","increased azithromycin serum concentrations ","consensus set annotator team",99,142
"package-insert-section-163.txt","Active ingredient","acyclovir ","consensus set annotator team",102,111,"Active ingredient","meperidine ","consensus set annotator team",,36,46,"Positive","Qualitative","Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased ","consensus set annotator team",11,98
"package-insert-section-163.txt","Active ingredient","acyclovir ","consensus set annotator team",102,111,"Metabolite","normeperidine ","consensus set annotator team","meperidine ",67,80,"Positive","Qualitative","Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased ","consensus set annotator team",11,98
"package-insert-section-164.txt","Active ingredient","Cimetidine ","consensus set annotator team",12,22,"Active ingredient","meperidine ","consensus set annotator team",,75,85,"Positive","Qualitative","reduced the clearance and volume of distribution ","consensus set annotator team",23,71
"package-insert-section-164.txt","Active ingredient","Cimetidine ","consensus set annotator team",12,22,"Metabolite","normeperidine ","consensus set annotator team","meperidine ",128,141,"Positive","Qualitative","reduced the clearance and volume of distribution ","consensus set annotator team",23,71
"package-insert-section-166.txt","Active ingredient","Penicillin ","consensus set annotator team",0,10,"Active ingredient","methotrexate ","consensus set annotator team",,46,58,"Positive","Qualitative","increased serum concentrations ","consensus set annotator team",60,90
"package-insert-section-168.txt","Active ingredient","Clonazepam ","consensus set annotator team",61,71,"Active ingredient","carbamazepine ","consensus set annotator team",,132,145,"Negative","Qualitative","does not appear to alter the pharmacokinetics ","consensus set annotator team",72,117
"package-insert-section-168.txt","Active ingredient","Clonazepam ","consensus set annotator team",61,71,"Active ingredient","phenytoin ","consensus set annotator team",,121,130,"Negative","Qualitative","does not appear to alter the pharmacokinetics ","consensus set annotator team",72,117
"package-insert-section-168.txt","Active ingredient","Clonazepam ","consensus set annotator team",61,71,"Active ingredient","phenobarbital ","consensus set annotator team",,149,162,"Negative","Qualitative","does not appear to alter the pharmacokinetics ","consensus set annotator team",72,117
"package-insert-section-168.txt","Active ingredient","Clonazepam ","consensus set annotator team",61,71,"Active ingredient","carbamazepine ","consensus set annotator team",,132,145,"Negative","Qualitative","does not appear to alter the pharmacokinetics ","consensus set annotator team",72,117
"package-insert-section-17.txt","Active ingredient","sertraline ","consensus set annotator team",70,80,"Active ingredient","tolbutamide ","consensus set annotator team",,220,231,"Positive","Quantitative","16% decrease from baseline in the clearance ","consensus set annotator team",173,216
"package-insert-section-170.txt","Active ingredient","cholestyramine ","consensus set annotator team",666,680,"Active ingredient","hydrochlorothiazide ","consensus set annotator team",,711,730,"Positive","Quantitative","reduce its absorption from the gastrointestinal tract by up to 85% and 43 ","consensus set annotator team",735,808
"package-insert-section-170.txt","Active ingredient","colestipol ","consensus set annotator team",684,694,"Active ingredient","hydrochlorothiazide ","consensus set annotator team",,711,730,"Positive","Quantitative","reduce its absorption from the gastrointestinal tract by up to 85% and 43 ","consensus set annotator team",735,808
"package-insert-section-170.txt","Drug product","AVALIDE ","consensus set annotator team",1403,1410,"Active ingredient","lithium ","consensus set annotator team",,1264,1271,"Positive","Qualitative","reduce the renal clearance of lithium ","consensus set annotator team",1234,1271
"package-insert-section-171.txt","Active ingredient","hydrochlorothiazide ","consensus set annotator team",8618,8637,"Active ingredient","irbesartan ","consensus set annotator team",,8655,8665,"Negative","Qualitative","had no effect on irbesartan pharmacokinetics ","consensus set annotator team",8638,8682
"package-insert-section-171.txt","Active ingredient","irbesartan ","consensus set annotator team",8959,8969,"Active ingredient","warfarin ","consensus set annotator team",,8916,8924,"Negative","Qualitative","had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics ","consensus set annotator team",8996,9088
"package-insert-section-171.txt","Active ingredient","nifedipine ","consensus set annotator team",8604,8614,"Active ingredient","irbesartan ","consensus set annotator team",,8655,8665,"Negative","Qualitative","had no effect on irbesartan pharmacokinetics ","consensus set annotator team",8638,8682
"package-insert-section-171.txt","Active ingredient","hydrochlorothiazide ","consensus set annotator team",9191,9210,"Active ingredient","irbesartan ","consensus set annotator team",,9125,9135,"Negative","Qualitative","The pharmacokinetics of irbesartan were not affected ","consensus set annotator team",9101,9153
"package-insert-section-171.txt","Active ingredient","nifedipine ","consensus set annotator team",9177,9187,"Active ingredient","irbesartan ","consensus set annotator team",,9125,9135,"Negative","Qualitative","The pharmacokinetics of irbesartan were not affected ","consensus set annotator team",9101,9153
"package-insert-section-171.txt","Active ingredient","irbesartan ","consensus set annotator team",8959,8969,"Active ingredient","digoxin ","consensus set annotator team",,8950,8957,"Negative","Qualitative","had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics ","consensus set annotator team",8996,9088
"package-insert-section-172.txt","Active ingredient","clarithromycin ","consensus set annotator team",816,830,"Drug product","LIPITOR ","consensus set annotator team",,797,804,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",730,761
"package-insert-section-172.txt","Active ingredient","lopinavir ","consensus set annotator team",1329,1338,"Drug product","LIPITOR ","consensus set annotator team",,1241,1248,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1174,1205
"package-insert-section-172.txt","Active ingredient","ritonavir ","consensus set annotator team",1260,1269,"Drug product","LIPITOR ","consensus set annotator team",,1241,1248,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1174,1205
"package-insert-section-172.txt","Active ingredient","saquinavir ","consensus set annotator team",1275,1285,"Drug product","LIPITOR ","consensus set annotator team",,1241,1248,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1174,1205
"package-insert-section-172.txt","Drug product","LIPITOR ","consensus set annotator team",3360,3367,"Active ingredient","digoxin ","consensus set annotator team",,3372,3379,"Positive","Quantitative","concentrations increased by approximately 20% ","consensus set annotator team",3429,3474
"package-insert-section-172.txt","Active ingredient","rifampin ","consensus set annotator team",2958,2966,"Drug product","LIPITOR ","consensus set annotator team",,2895,2902,"Positive","Qualitative","can lead to variable reductions in plasma concentrations ","consensus set annotator team",2968,3024
"package-insert-section-172.txt","Active ingredient","efavirenz ","consensus set annotator team",2947,2956,"Drug product","LIPITOR ","consensus set annotator team",,2895,2902,"Positive","Qualitative","can lead to variable reductions in plasma concentrations ","consensus set annotator team",2968,3024
"package-insert-section-172.txt","Drug product","LIPITOR ","consensus set annotator team",3360,3367,"Active ingredient","digoxin ","consensus set annotator team",,3421,3428,"Positive","Quantitative","concentrations increased by approximately 20% ","consensus set annotator team",3429,3474
"package-insert-section-172.txt","Active ingredient","rifampin ","consensus set annotator team",3226,3234,"Active ingredient","atorvastatin ","consensus set annotator team",,3287,3299,"Positive","Qualitative","significant reduction in atorvastatin plasma concentrations ","consensus set annotator team",3262,3321
"package-insert-section-172.txt","Active ingredient","cyclosporine ","consensus set annotator team",2537,2549,"Active ingredient","Atorvastatin ","consensus set annotator team",,2439,2451,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",2452,2483
"package-insert-section-172.txt","Active ingredient","itraconazole ","consensus set annotator team",1778,1790,"Active ingredient","Atorvastatin ","consensus set annotator team",,1680,1692,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1693,1724
"package-insert-section-172.txt","Active ingredient","ritonavir ","consensus set annotator team",1344,1353,"Active ingredient","Atorvastatin ","consensus set annotator team",,1161,1173,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1174,1205
"package-insert-section-172.txt","Active ingredient","lopinavir ","consensus set annotator team",1329,1338,"Active ingredient","Atorvastatin ","consensus set annotator team",,1161,1173,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1174,1205
"package-insert-section-172.txt","Active ingredient","saquinavir ","consensus set annotator team",1275,1285,"Active ingredient","Atorvastatin ","consensus set annotator team",,1161,1173,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1174,1205
"package-insert-section-172.txt","Active ingredient","ritonavir ","consensus set annotator team",1260,1269,"Active ingredient","Atorvastatin ","consensus set annotator team",,1161,1173,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",1174,1205
"package-insert-section-172.txt","Active ingredient","clarithromycin ","consensus set annotator team",816,830,"Active ingredient","Atorvastatin ","consensus set annotator team",,717,729,"Positive","Qualitative","AUC was significantly increased ","consensus set annotator team",730,761
"package-insert-section-172.txt","Drug product","LIPITOR ","consensus set annotator team",3582,3589,"Active ingredient","norethindrone ","consensus set annotator team",,3641,3654,"Positive","Qualitative","increased AUC ","consensus set annotator team",3616,3629
"package-insert-section-172.txt","Drug product","LIPITOR ","consensus set annotator team",3582,3589,"Active ingredient","ethinyl estradiol ","consensus set annotator team",,3659,3676,"Positive","Qualitative","increased AUC ","consensus set annotator team",3616,3629
"package-insert-section-174.txt","Active ingredient","rifampin ","consensus set annotator team",140,148,"Active ingredient","tacrolimus ","consensus set annotator team",,61,71,"Positive","Quantitative","decrease in tacrolimus oral bioavailability (14?6% vs. 7?3%) ","consensus set annotator team",49,109
"package-insert-section-174.txt","Active ingredient","rifampin ","consensus set annotator team",307,315,"Active ingredient","tacrolimus ","consensus set annotator team",,223,233,"Positive","Quantitative","increase in tacrolimus clearance (0.036?0.008 L/hr/kg vs. 0.053?0.010 L/hr/kg ","consensus set annotator team",211,288
"package-insert-section-175.txt","Active ingredient","Tacrolimus ","consensus set annotator team",747,757,"Active ingredient","phenytoin ","consensus set annotator team",,812,821,"Positive","Qualitative","may affect the pharmacokinetics of other drugs (e.g., phenytoin) and increase their concentration ","consensus set annotator team",758,855
"package-insert-section-175.txt","Active ingredient","nelfinavir ","consensus set annotator team",369,379,"Active ingredient","tacrolimus ","consensus set annotator team",,353,363,"Positive","Qualitative","increased blood concentrations ","consensus set annotator team",380,410
"package-insert-section-177.txt","Active ingredient","cimetidine ","consensus set annotator team",334,344,"Active ingredient","diazepam ","consensus set annotator team",,226,234,"Positive","Qualitative","influence the pharmacokinetics ","consensus set annotator team",192,222
"package-insert-section-177.txt","Active ingredient","fluoxetine ","consensus set annotator team",373,383,"Active ingredient","diazepam ","consensus set annotator team",,226,234,"Positive","Qualitative","influence the pharmacokinetics ","consensus set annotator team",192,222
"package-insert-section-177.txt","Active ingredient","fluvoxamine ","consensus set annotator team",360,371,"Active ingredient","diazepam ","consensus set annotator team",,226,234,"Positive","Qualitative","influence the pharmacokinetics ","consensus set annotator team",192,222
"package-insert-section-177.txt","Active ingredient","ketoconazole ","consensus set annotator team",346,358,"Active ingredient","diazepam ","consensus set annotator team",,226,234,"Positive","Qualitative","influence the pharmacokinetics ","consensus set annotator team",192,222
"package-insert-section-177.txt","Active ingredient","omeprazole ","consensus set annotator team",389,399,"Active ingredient","diazepam ","consensus set annotator team",,226,234,"Positive","Qualitative","influence the pharmacokinetics ","consensus set annotator team",192,222
"package-insert-section-179.txt","Active ingredient","Isoniazid ","consensus set annotator team",15,24,"Active ingredient","carbamazepine ","consensus set annotator team",,60,73,"Positive","Qualitative","increase its serum levels ","consensus set annotator team",78,103
"package-insert-section-181.txt","Drug product","oncovin ","consensus set annotator team",4041,4048,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Drug product","adriamycin ","consensus set annotator team",4101,4111,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",6500,6509,"Active ingredient","lithium ","consensus set annotator team",,6510,6517,"Negative","Qualitative","increase in serum lithium levels ","consensus set annotator team",6554,6586
"package-insert-section-181.txt","Active ingredient","Verapamil ","consensus set annotator team",6125,6134,"Active ingredient","carbamazepine ","consensus set annotator team",,6156,6169,"Positive","Qualitative","increase carbamazepine concentrations ","consensus set annotator team",6147,6184
"package-insert-section-181.txt","Active ingredient","Phenobarbital ","consensus set annotator team",7467,7480,"Active ingredient","verapamil ","consensus set annotator team",,7502,7511,"Positive","Qualitative","may increase verapamil clearance ","consensus set annotator team",7489,7521
"package-insert-section-181.txt","Active ingredient","erythromycin ","consensus set annotator team",257,269,"Active ingredient","verapamil ","consensus set annotator team",,320,329,"Positive","Qualitative","causing elevation of plasma levels ","consensus set annotator team",282,316
"package-insert-section-181.txt","Active ingredient","Verapamil ","consensus set annotator team",6323,6332,"Active ingredient","cyclosporine ","consensus set annotator team",,6370,6382,"Positive","Qualitative","may increase serum levels ","consensus set annotator team",6341,6366
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",6500,6509,"Active ingredient","lithium ","consensus set annotator team",,6572,6579,"Positive","Qualitative","increase in serum lithium levels ","consensus set annotator team",6554,6586
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",4186,4195,"Active ingredient","paclitaxel ","consensus set annotator team",,4226,4236,"Positive","Qualitative","can decrease the clearance ","consensus set annotator team",4196,4222
"package-insert-section-181.txt","Active ingredient","cisplatin ","consensus set annotator team",4113,4122,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","adriamycin ","consensus set annotator team",4101,4111,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",4778,4787,"Active ingredient","quinidine ","consensus set annotator team",,4754,4763,"Positive","Qualitative","increased quinidine levels ","consensus set annotator team",4744,4770
"package-insert-section-181.txt","Active ingredient","oncovin ","consensus set annotator team",4041,4048,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","procarbazine ","consensus set annotator team",4050,4062,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","cyclophosphamide ","consensus set annotator team",4023,4039,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","vindesine ","consensus set annotator team",4090,4099,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","prednisone ","consensus set annotator team",4064,4074,"Active ingredient","verapamil ","consensus set annotator team",,3991,4000,"Positive","Qualitative","absorption of verapamil can be reduced ","consensus set annotator team",3977,4015
"package-insert-section-181.txt","Active ingredient","Verapamil ","consensus set annotator team",3285,3294,"Active ingredient","ethanol ","consensus set annotator team",,3335,3342,"Positive","Qualitative","inhibit ethanol elimination resulting in elevated blood ethanol concentrations ","consensus set annotator team",3327,3405
"package-insert-section-181.txt","Active ingredient","Verapamil ","consensus set annotator team",2778,2787,"Active ingredient","digitoxin ","consensus set annotator team",,2848,2857,"Positive","Quantitative","reduce total body clearance and extrarenal clearance of digitoxin by 27% and 29 ","consensus set annotator team",2792,2871
"package-insert-section-181.txt","Active ingredient","Verapamil ","consensus set annotator team",3930,3939,"Active ingredient","doxorubicin ","consensus set annotator team",,3953,3964,"Positive","Qualitative","increase doxorubicin levels ","consensus set annotator team",3944,3971
"package-insert-section-181.txt","Active ingredient","Verapamil ","consensus set annotator team",7633,7642,"Active ingredient","theophylline ","consensus set annotator team",,7703,7715,"Positive","Qualitative","increase the plasma levels ","consensus set annotator team",7673,7699
"package-insert-section-181.txt","Active ingredient","cimetidine ","consensus set annotator team",7759,7769,"Active ingredient","verapamil ","consensus set annotator team",,7933,7942,"Positive","Qualitative","clearance of verapamil was either reduced or unchanged ","consensus set annotator team",7920,7974
"package-insert-section-181.txt","Active ingredient","cimetidine ","consensus set annotator team",7759,7769,"Active ingredient","verapamil ","consensus set annotator team",,7933,7942,"Negative","Qualitative","clearance of verapamil was either reduced or unchanged ","consensus set annotator team",7920,7974
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",6613,6622,"Active ingredient","lithium ","consensus set annotator team",,6666,6673,"Positive","Qualitative","lowering of serum lithium levels ","consensus set annotator team",6648,6680
"package-insert-section-181.txt","Active ingredient","rifampin ","consensus set annotator team",7552,7560,"Active ingredient","verapamil ","consensus set annotator team",,7586,7595,"Positive","Qualitative","reduce oral verapamil bioavailability ","consensus set annotator team",7574,7611
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",2529,2538,"Active ingredient","digoxin ","consensus set annotator team",,2568,2575,"Positive","Quantitative","increase serum digoxin levels by 50% to 75 ","consensus set annotator team",2553,2595
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",2278,2287,"Active ingredient","metoprolol ","consensus set annotator team",,2171,2181,"Positive","Qualitative","decrease in metoprolol and propranolol clearance ","consensus set annotator team",2159,2207
"package-insert-section-181.txt","Active ingredient","verapamil ","consensus set annotator team",2278,2287,"Active ingredient","propranolol ","consensus set annotator team",,2186,2197,"Positive","Qualitative","decrease in metoprolol and propranolol clearance ","consensus set annotator team",2159,2207
"package-insert-section-181.txt","Active ingredient","rifampin ","consensus set annotator team",527,535,"Active ingredient","verapamil ","consensus set annotator team",,580,589,"Positive","Qualitative","lowering of plasma levels ","consensus set annotator team",551,576
"package-insert-section-181.txt","Active ingredient","ritonavir ","consensus set annotator team",271,280,"Active ingredient","verapamil ","consensus set annotator team",,320,329,"Positive","Qualitative","causing elevation of plasma levels ","consensus set annotator team",282,316
"package-insert-section-183.txt","Active ingredient","lansoprazole ","consensus set annotator team",1882,1894,"Active ingredient","theophylline ","consensus set annotator team",,1824,1836,"Positive","Quantitative","increase (10%) in the clearance ","consensus set annotator team",1789,1820
"package-insert-section-183.txt","Active ingredient","lansoprazole ","consensus set annotator team",672,684,"Active ingredient","ketoconazole ","consensus set annotator team",,890,902,"Positive","Qualitative","may interfere with the absorption ","consensus set annotator team",725,758
"package-insert-section-183.txt","Active ingredient","lansoprazole ","consensus set annotator team",672,684,"Active ingredient","iron ","consensus set annotator team",,878,882,"Positive","Qualitative","may interfere with the absorption ","consensus set annotator team",725,758
"package-insert-section-183.txt","Active ingredient","lansoprazole ","consensus set annotator team",1038,1050,"Active ingredient","warfarin ","consensus set annotator team",,1128,1136,"Negative","Qualitative","did not affect the pharmacokinetics ","consensus set annotator team",1089,1124
"package-insert-section-183.txt","Active ingredient","lansoprazole ","consensus set annotator team",1603,1615,"Active ingredient","tacrolimus ","consensus set annotator team",,1620,1630,"Positive","Qualitative","may increase whole blood levels ","consensus set annotator team",1631,1662
"package-insert-section-183.txt","Active ingredient","Lansoprazole ","consensus set annotator team",162,174,"Active ingredient","atazanavir ","consensus set annotator team",,310,320,"Positive","Qualitative","decrease the systemic concentrations ","consensus set annotator team",243,279
"package-insert-section-183.txt","Active ingredient","lansoprazole ","consensus set annotator team",672,684,"Active ingredient","ampicillin ","consensus set annotator team",,850,860,"Positive","Qualitative","may interfere with the absorption ","consensus set annotator team",725,758
"package-insert-section-183.txt","Active ingredient","lansoprazole ","consensus set annotator team",672,684,"Active ingredient","digoxin ","consensus set annotator team",,869,876,"Positive","Qualitative","may interfere with the absorption ","consensus set annotator team",725,758
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",17312,17324,"Active ingredient","methotrexate ","consensus set annotator team",,17403,17415,"Negative","Qualitative","had no effect on the pharmacokinetics ","consensus set annotator team",17362,17399
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",14920,14932,"Active ingredient","diazepam ","consensus set annotator team",,15134,15142,"Negative","Qualitative","does not have clinically significant interactions ","consensus set annotator team",14933,14982
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",14920,14932,"Active ingredient","prednisone ","consensus set annotator team",,15122,15132,"Negative","Qualitative","does not have clinically significant interactions ","consensus set annotator team",14933,14982
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",14920,14932,"Active ingredient","clarithromycin ","consensus set annotator team",,15147,15161,"Negative","Qualitative","does not have clinically significant interactions ","consensus set annotator team",14933,14982
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",14920,14932,"Active ingredient","antipyrine ","consensus set annotator team",,15061,15071,"Negative","Qualitative","does not have clinically significant interactions ","consensus set annotator team",14933,14982
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",14920,14932,"Active ingredient","propranolol ","consensus set annotator team",,15109,15120,"Negative","Qualitative","does not have clinically significant interactions ","consensus set annotator team",14933,14982
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",14920,14932,"Active ingredient","ibuprofen ","consensus set annotator team",,15087,15096,"Negative","Qualitative","does not have clinically significant interactions ","consensus set annotator team",14933,14982
"package-insert-section-184.txt","Active ingredient","lansoprazole ","consensus set annotator team",14920,14932,"Active ingredient","phenytoin ","consensus set annotator team",,15098,15107,"Negative","Qualitative","does not have clinically significant interactions ","consensus set annotator team",14933,14982
