DrugDDI.d0.s0.e0	DrugDDI.d0.s0.e1	0
DrugDDI.d132.s38.e1	DrugDDI.d132.s38.e2	1
DrugDDI.d132.s39.e0	DrugDDI.d132.s39.e1	0
DrugDDI.d132.s39.e0	DrugDDI.d132.s39.e2	0
DrugDDI.d132.s39.e1	DrugDDI.d132.s39.e2	1
DrugDDI.d132.s40.e0	DrugDDI.d132.s40.e1	0
DrugDDI.d132.s40.e0	DrugDDI.d132.s40.e2	0
DrugDDI.d132.s40.e1	DrugDDI.d132.s40.e2	1
DrugDDI.d132.s41.e0	DrugDDI.d132.s41.e1	0
DrugDDI.d132.s41.e0	DrugDDI.d132.s41.e2	0
DrugDDI.d132.s41.e0	DrugDDI.d132.s41.e3	0
DrugDDI.d132.s41.e0	DrugDDI.d132.s41.e4	0
DrugDDI.d132.s41.e0	DrugDDI.d132.s41.e5	0
DrugDDI.d132.s41.e1	DrugDDI.d132.s41.e2	0
DrugDDI.d132.s41.e1	DrugDDI.d132.s41.e3	0
DrugDDI.d132.s41.e1	DrugDDI.d132.s41.e4	0
DrugDDI.d132.s41.e1	DrugDDI.d132.s41.e5	0
DrugDDI.d132.s41.e2	DrugDDI.d132.s41.e3	0
DrugDDI.d132.s41.e2	DrugDDI.d132.s41.e4	0
DrugDDI.d132.s41.e2	DrugDDI.d132.s41.e5	0
DrugDDI.d132.s41.e3	DrugDDI.d132.s41.e4	0
DrugDDI.d132.s41.e3	DrugDDI.d132.s41.e5	0
DrugDDI.d132.s41.e4	DrugDDI.d132.s41.e5	0
DrugDDI.d132.s43.e0	DrugDDI.d132.s43.e1	0
DrugDDI.d132.s43.e0	DrugDDI.d132.s43.e2	0
DrugDDI.d132.s43.e0	DrugDDI.d132.s43.e3	0
DrugDDI.d132.s43.e1	DrugDDI.d132.s43.e2	1
DrugDDI.d132.s43.e1	DrugDDI.d132.s43.e3	0
DrugDDI.d132.s43.e2	DrugDDI.d132.s43.e3	0
DrugDDI.d132.s47.e0	DrugDDI.d132.s47.e1	0
DrugDDI.d132.s47.e0	DrugDDI.d132.s47.e2	0
DrugDDI.d132.s47.e1	DrugDDI.d132.s47.e2	0
DrugDDI.d132.s48.e0	DrugDDI.d132.s48.e1	0
DrugDDI.d132.s48.e0	DrugDDI.d132.s48.e2	0
DrugDDI.d132.s48.e1	DrugDDI.d132.s48.e2	0
DrugDDI.d134.s0.e0	DrugDDI.d134.s0.e1	0
DrugDDI.d134.s0.e0	DrugDDI.d134.s0.e2	0
DrugDDI.d134.s0.e1	DrugDDI.d134.s0.e2	0
DrugDDI.d134.s2.e0	DrugDDI.d134.s2.e1	0
DrugDDI.d145.s0.e0	DrugDDI.d145.s0.e1	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e1	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e2	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e3	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e4	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e5	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e6	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e7	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e8	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e9	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e10	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e11	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e12	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e13	1
DrugDDI.d145.s1.e0	DrugDDI.d145.s1.e14	1
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e2	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e3	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e4	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e5	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e6	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e7	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e8	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e1	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e3	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e4	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e5	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e6	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e7	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e8	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e2	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e4	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e5	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e6	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e7	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e8	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e3	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e5	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e6	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e7	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e8	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e4	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e6	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e7	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e8	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e5	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e7	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e8	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e6	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e7	DrugDDI.d145.s1.e8	0
DrugDDI.d145.s1.e7	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e7	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e7	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e7	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e7	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e7	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e8	DrugDDI.d145.s1.e9	0
DrugDDI.d145.s1.e8	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e8	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e8	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e8	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e8	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e9	DrugDDI.d145.s1.e10	0
DrugDDI.d145.s1.e9	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e9	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e9	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e9	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e10	DrugDDI.d145.s1.e11	0
DrugDDI.d145.s1.e10	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e10	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e10	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e11	DrugDDI.d145.s1.e12	0
DrugDDI.d145.s1.e11	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e11	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e12	DrugDDI.d145.s1.e13	0
DrugDDI.d145.s1.e12	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s1.e13	DrugDDI.d145.s1.e14	0
DrugDDI.d145.s2.e0	DrugDDI.d145.s2.e1	1
DrugDDI.d145.s5.e0	DrugDDI.d145.s5.e1	1
DrugDDI.d145.s6.e0	DrugDDI.d145.s6.e1	0
DrugDDI.d145.s6.e0	DrugDDI.d145.s6.e2	0
DrugDDI.d145.s6.e0	DrugDDI.d145.s6.e3	0
DrugDDI.d145.s6.e0	DrugDDI.d145.s6.e4	0
DrugDDI.d145.s6.e0	DrugDDI.d145.s6.e5	0
DrugDDI.d145.s6.e0	DrugDDI.d145.s6.e6	0
DrugDDI.d145.s6.e1	DrugDDI.d145.s6.e2	0
DrugDDI.d145.s6.e1	DrugDDI.d145.s6.e3	0
DrugDDI.d145.s6.e1	DrugDDI.d145.s6.e4	0
DrugDDI.d145.s6.e1	DrugDDI.d145.s6.e5	0
DrugDDI.d145.s6.e1	DrugDDI.d145.s6.e6	0
DrugDDI.d145.s6.e2	DrugDDI.d145.s6.e3	0
DrugDDI.d145.s6.e2	DrugDDI.d145.s6.e4	0
DrugDDI.d145.s6.e2	DrugDDI.d145.s6.e5	0
DrugDDI.d145.s6.e2	DrugDDI.d145.s6.e6	0
DrugDDI.d145.s6.e3	DrugDDI.d145.s6.e4	0
DrugDDI.d145.s6.e3	DrugDDI.d145.s6.e5	0
DrugDDI.d145.s6.e3	DrugDDI.d145.s6.e6	0
DrugDDI.d145.s6.e4	DrugDDI.d145.s6.e5	0
DrugDDI.d145.s6.e4	DrugDDI.d145.s6.e6	0
DrugDDI.d145.s6.e5	DrugDDI.d145.s6.e6	0
DrugDDI.d145.s7.e0	DrugDDI.d145.s7.e1	0
DrugDDI.d145.s8.e0	DrugDDI.d145.s8.e1	0
DrugDDI.d145.s8.e0	DrugDDI.d145.s8.e2	0
DrugDDI.d145.s8.e1	DrugDDI.d145.s8.e2	0
DrugDDI.d145.s10.e0	DrugDDI.d145.s10.e1	0
DrugDDI.d145.s13.e0	DrugDDI.d145.s13.e1	1
DrugDDI.d147.s1.e0	DrugDDI.d147.s1.e1	0
DrugDDI.d152.s0.e0	DrugDDI.d152.s0.e1	0
DrugDDI.d152.s0.e0	DrugDDI.d152.s0.e2	0
DrugDDI.d152.s0.e0	DrugDDI.d152.s0.e3	0
DrugDDI.d152.s0.e0	DrugDDI.d152.s0.e4	0
DrugDDI.d152.s0.e1	DrugDDI.d152.s0.e2	0
DrugDDI.d152.s0.e1	DrugDDI.d152.s0.e3	0
DrugDDI.d152.s0.e1	DrugDDI.d152.s0.e4	0
DrugDDI.d152.s0.e2	DrugDDI.d152.s0.e3	0
DrugDDI.d152.s0.e2	DrugDDI.d152.s0.e4	0
DrugDDI.d152.s0.e3	DrugDDI.d152.s0.e4	0
DrugDDI.d152.s1.e0	DrugDDI.d152.s1.e1	0
DrugDDI.d152.s1.e0	DrugDDI.d152.s1.e2	0
DrugDDI.d152.s1.e0	DrugDDI.d152.s1.e3	0
DrugDDI.d152.s1.e1	DrugDDI.d152.s1.e2	0
DrugDDI.d152.s1.e1	DrugDDI.d152.s1.e3	1
DrugDDI.d152.s1.e2	DrugDDI.d152.s1.e3	0
DrugDDI.d152.s2.e0	DrugDDI.d152.s2.e1	1
DrugDDI.d152.s3.e0	DrugDDI.d152.s3.e1	0
DrugDDI.d152.s3.e0	DrugDDI.d152.s3.e2	0
DrugDDI.d152.s3.e1	DrugDDI.d152.s3.e2	1
DrugDDI.d152.s4.e0	DrugDDI.d152.s4.e1	1
DrugDDI.d152.s5.e0	DrugDDI.d152.s5.e1	0
DrugDDI.d152.s5.e0	DrugDDI.d152.s5.e2	0
DrugDDI.d152.s5.e0	DrugDDI.d152.s5.e3	0
DrugDDI.d152.s5.e0	DrugDDI.d152.s5.e4	0
DrugDDI.d152.s5.e1	DrugDDI.d152.s5.e2	0
DrugDDI.d152.s5.e1	DrugDDI.d152.s5.e3	0
DrugDDI.d152.s5.e1	DrugDDI.d152.s5.e4	0
DrugDDI.d152.s5.e2	DrugDDI.d152.s5.e3	1
DrugDDI.d152.s5.e2	DrugDDI.d152.s5.e4	0
DrugDDI.d152.s5.e3	DrugDDI.d152.s5.e4	0
DrugDDI.d152.s6.e0	DrugDDI.d152.s6.e1	0
DrugDDI.d152.s8.e0	DrugDDI.d152.s8.e1	0
DrugDDI.d152.s8.e0	DrugDDI.d152.s8.e2	0
DrugDDI.d152.s8.e1	DrugDDI.d152.s8.e2	0
DrugDDI.d153.s0.e0	DrugDDI.d153.s0.e1	0
DrugDDI.d156.s0.e0	DrugDDI.d156.s0.e1	0
DrugDDI.d156.s0.e0	DrugDDI.d156.s0.e2	1
DrugDDI.d156.s0.e0	DrugDDI.d156.s0.e3	0
DrugDDI.d156.s0.e1	DrugDDI.d156.s0.e2	1
DrugDDI.d156.s0.e1	DrugDDI.d156.s0.e3	0
DrugDDI.d156.s0.e2	DrugDDI.d156.s0.e3	0
DrugDDI.d156.s1.e0	DrugDDI.d156.s1.e1	0
DrugDDI.d156.s1.e0	DrugDDI.d156.s1.e2	1
DrugDDI.d156.s1.e1	DrugDDI.d156.s1.e2	1
DrugDDI.d156.s3.e0	DrugDDI.d156.s3.e1	0
DrugDDI.d156.s3.e0	DrugDDI.d156.s3.e2	1
DrugDDI.d156.s3.e0	DrugDDI.d156.s3.e3	0
DrugDDI.d156.s3.e1	DrugDDI.d156.s3.e2	0
DrugDDI.d156.s3.e1	DrugDDI.d156.s3.e3	0
DrugDDI.d156.s3.e2	DrugDDI.d156.s3.e3	0
DrugDDI.d156.s4.e0	DrugDDI.d156.s4.e1	0
DrugDDI.d157.s1.e0	DrugDDI.d157.s1.e1	0
DrugDDI.d157.s2.e0	DrugDDI.d157.s2.e1	0
DrugDDI.d157.s3.e0	DrugDDI.d157.s3.e1	0
DrugDDI.d157.s3.e0	DrugDDI.d157.s3.e2	0
DrugDDI.d157.s3.e1	DrugDDI.d157.s3.e2	0
DrugDDI.d167.s0.e0	DrugDDI.d167.s0.e1	0
DrugDDI.d167.s1.e0	DrugDDI.d167.s1.e1	1
DrugDDI.d168.s0.e0	DrugDDI.d168.s0.e1	0
DrugDDI.d168.s0.e0	DrugDDI.d168.s0.e2	0
DrugDDI.d168.s0.e0	DrugDDI.d168.s0.e3	0
DrugDDI.d168.s0.e1	DrugDDI.d168.s0.e2	0
DrugDDI.d168.s0.e1	DrugDDI.d168.s0.e3	0
DrugDDI.d168.s0.e2	DrugDDI.d168.s0.e3	0
DrugDDI.d168.s1.e0	DrugDDI.d168.s1.e1	0
DrugDDI.d168.s1.e0	DrugDDI.d168.s1.e2	0
DrugDDI.d168.s1.e0	DrugDDI.d168.s1.e3	0
DrugDDI.d168.s1.e0	DrugDDI.d168.s1.e4	0
DrugDDI.d168.s1.e1	DrugDDI.d168.s1.e2	0
DrugDDI.d168.s1.e1	DrugDDI.d168.s1.e3	0
DrugDDI.d168.s1.e1	DrugDDI.d168.s1.e4	0
DrugDDI.d168.s1.e2	DrugDDI.d168.s1.e3	0
DrugDDI.d168.s1.e2	DrugDDI.d168.s1.e4	0
DrugDDI.d168.s1.e3	DrugDDI.d168.s1.e4	0
DrugDDI.d168.s2.e0	DrugDDI.d168.s2.e1	0
DrugDDI.d168.s3.e0	DrugDDI.d168.s3.e1	0
DrugDDI.d168.s4.e0	DrugDDI.d168.s4.e1	0
DrugDDI.d168.s4.e0	DrugDDI.d168.s4.e2	0
DrugDDI.d168.s4.e0	DrugDDI.d168.s4.e3	0
DrugDDI.d168.s4.e1	DrugDDI.d168.s4.e2	0
DrugDDI.d168.s4.e1	DrugDDI.d168.s4.e3	0
DrugDDI.d168.s4.e2	DrugDDI.d168.s4.e3	0
DrugDDI.d169.s0.e0	DrugDDI.d169.s0.e1	0
DrugDDI.d169.s0.e0	DrugDDI.d169.s0.e2	0
DrugDDI.d169.s0.e0	DrugDDI.d169.s0.e3	0
DrugDDI.d169.s0.e0	DrugDDI.d169.s0.e4	0
DrugDDI.d169.s0.e0	DrugDDI.d169.s0.e5	0
DrugDDI.d169.s0.e1	DrugDDI.d169.s0.e2	0
DrugDDI.d169.s0.e1	DrugDDI.d169.s0.e3	0
DrugDDI.d169.s0.e1	DrugDDI.d169.s0.e4	0
DrugDDI.d169.s0.e1	DrugDDI.d169.s0.e5	0
DrugDDI.d169.s0.e2	DrugDDI.d169.s0.e3	0
DrugDDI.d169.s0.e2	DrugDDI.d169.s0.e4	0
DrugDDI.d169.s0.e2	DrugDDI.d169.s0.e5	0
DrugDDI.d169.s0.e3	DrugDDI.d169.s0.e4	0
DrugDDI.d169.s0.e3	DrugDDI.d169.s0.e5	0
DrugDDI.d169.s0.e4	DrugDDI.d169.s0.e5	0
DrugDDI.d169.s1.e0	DrugDDI.d169.s1.e1	0
DrugDDI.d169.s1.e0	DrugDDI.d169.s1.e2	0
DrugDDI.d169.s1.e0	DrugDDI.d169.s1.e3	0
DrugDDI.d169.s1.e1	DrugDDI.d169.s1.e2	0
DrugDDI.d169.s1.e1	DrugDDI.d169.s1.e3	0
DrugDDI.d169.s1.e2	DrugDDI.d169.s1.e3	0
DrugDDI.d169.s2.e0	DrugDDI.d169.s2.e1	0
DrugDDI.d169.s3.e0	DrugDDI.d169.s3.e1	0
DrugDDI.d169.s3.e0	DrugDDI.d169.s3.e2	0
DrugDDI.d169.s3.e1	DrugDDI.d169.s3.e2	0
DrugDDI.d169.s4.e0	DrugDDI.d169.s4.e1	1
DrugDDI.d169.s4.e0	DrugDDI.d169.s4.e2	0
DrugDDI.d169.s4.e1	DrugDDI.d169.s4.e2	0
DrugDDI.d169.s5.e0	DrugDDI.d169.s5.e1	1
DrugDDI.d169.s5.e0	DrugDDI.d169.s5.e2	0
DrugDDI.d169.s5.e0	DrugDDI.d169.s5.e3	0
DrugDDI.d169.s5.e1	DrugDDI.d169.s5.e2	0
DrugDDI.d169.s5.e1	DrugDDI.d169.s5.e3	0
DrugDDI.d169.s5.e2	DrugDDI.d169.s5.e3	0
DrugDDI.d169.s6.e0	DrugDDI.d169.s6.e1	0
DrugDDI.d169.s6.e0	DrugDDI.d169.s6.e2	0
DrugDDI.d169.s6.e1	DrugDDI.d169.s6.e2	0
DrugDDI.d169.s7.e0	DrugDDI.d169.s7.e1	0
DrugDDI.d169.s7.e0	DrugDDI.d169.s7.e2	0
DrugDDI.d169.s7.e1	DrugDDI.d169.s7.e2	0
DrugDDI.d169.s8.e0	DrugDDI.d169.s8.e1	0
DrugDDI.d169.s9.e0	DrugDDI.d169.s9.e1	0
DrugDDI.d169.s9.e0	DrugDDI.d169.s9.e2	0
DrugDDI.d169.s9.e0	DrugDDI.d169.s9.e3	0
DrugDDI.d169.s9.e0	DrugDDI.d169.s9.e4	0
DrugDDI.d169.s9.e1	DrugDDI.d169.s9.e2	0
DrugDDI.d169.s9.e1	DrugDDI.d169.s9.e3	0
DrugDDI.d169.s9.e1	DrugDDI.d169.s9.e4	0
DrugDDI.d169.s9.e2	DrugDDI.d169.s9.e3	0
DrugDDI.d169.s9.e2	DrugDDI.d169.s9.e4	0
DrugDDI.d169.s9.e3	DrugDDI.d169.s9.e4	0
DrugDDI.d169.s10.e0	DrugDDI.d169.s10.e1	0
DrugDDI.d169.s11.e0	DrugDDI.d169.s11.e1	0
DrugDDI.d169.s11.e0	DrugDDI.d169.s11.e2	0
DrugDDI.d169.s11.e1	DrugDDI.d169.s11.e2	0
DrugDDI.d169.s12.e0	DrugDDI.d169.s12.e1	0
DrugDDI.d169.s12.e0	DrugDDI.d169.s12.e2	0
DrugDDI.d169.s12.e0	DrugDDI.d169.s12.e3	0
DrugDDI.d169.s12.e1	DrugDDI.d169.s12.e2	1
DrugDDI.d169.s12.e1	DrugDDI.d169.s12.e3	0
DrugDDI.d169.s12.e2	DrugDDI.d169.s12.e3	0
DrugDDI.d169.s13.e0	DrugDDI.d169.s13.e1	0
DrugDDI.d169.s13.e0	DrugDDI.d169.s13.e2	0
DrugDDI.d169.s13.e0	DrugDDI.d169.s13.e3	0
DrugDDI.d169.s13.e0	DrugDDI.d169.s13.e4	0
DrugDDI.d169.s13.e0	DrugDDI.d169.s13.e5	0
DrugDDI.d169.s13.e1	DrugDDI.d169.s13.e2	0
DrugDDI.d169.s13.e1	DrugDDI.d169.s13.e3	0
DrugDDI.d169.s13.e1	DrugDDI.d169.s13.e4	0
DrugDDI.d169.s13.e1	DrugDDI.d169.s13.e5	0
DrugDDI.d169.s13.e2	DrugDDI.d169.s13.e3	0
DrugDDI.d169.s13.e2	DrugDDI.d169.s13.e4	0
DrugDDI.d169.s13.e2	DrugDDI.d169.s13.e5	0
DrugDDI.d169.s13.e3	DrugDDI.d169.s13.e4	0
DrugDDI.d169.s13.e3	DrugDDI.d169.s13.e5	0
DrugDDI.d169.s13.e4	DrugDDI.d169.s13.e5	0
DrugDDI.d171.s0.e0	DrugDDI.d171.s0.e1	0
DrugDDI.d171.s0.e0	DrugDDI.d171.s0.e2	1
DrugDDI.d171.s0.e0	DrugDDI.d171.s0.e3	0
DrugDDI.d171.s0.e1	DrugDDI.d171.s0.e2	0
DrugDDI.d171.s0.e1	DrugDDI.d171.s0.e3	0
DrugDDI.d171.s0.e2	DrugDDI.d171.s0.e3	0
DrugDDI.d174.s0.e0	DrugDDI.d174.s0.e1	1
DrugDDI.d174.s1.e0	DrugDDI.d174.s1.e1	0
DrugDDI.d174.s1.e0	DrugDDI.d174.s1.e2	1
DrugDDI.d174.s1.e1	DrugDDI.d174.s1.e2	1
DrugDDI.d177.s0.e0	DrugDDI.d177.s0.e1	1
DrugDDI.d177.s3.e0	DrugDDI.d177.s3.e1	0
DrugDDI.d177.s3.e0	DrugDDI.d177.s3.e2	0
DrugDDI.d177.s3.e1	DrugDDI.d177.s3.e2	0
DrugDDI.d177.s7.e0	DrugDDI.d177.s7.e1	0
DrugDDI.d177.s8.e0	DrugDDI.d177.s8.e1	1
DrugDDI.d177.s8.e0	DrugDDI.d177.s8.e2	0
DrugDDI.d177.s8.e1	DrugDDI.d177.s8.e2	0
DrugDDI.d177.s10.e0	DrugDDI.d177.s10.e1	0
DrugDDI.d177.s11.e0	DrugDDI.d177.s11.e1	0
DrugDDI.d177.s11.e0	DrugDDI.d177.s11.e2	0
DrugDDI.d177.s11.e1	DrugDDI.d177.s11.e2	1
DrugDDI.d178.s0.e0	DrugDDI.d178.s0.e1	0
DrugDDI.d178.s1.e0	DrugDDI.d178.s1.e1	0
DrugDDI.d178.s1.e0	DrugDDI.d178.s1.e2	0
DrugDDI.d178.s1.e1	DrugDDI.d178.s1.e2	0
DrugDDI.d178.s2.e0	DrugDDI.d178.s2.e1	1
DrugDDI.d178.s4.e0	DrugDDI.d178.s4.e1	0
DrugDDI.d178.s4.e0	DrugDDI.d178.s4.e2	0
DrugDDI.d178.s4.e0	DrugDDI.d178.s4.e3	0
DrugDDI.d178.s4.e0	DrugDDI.d178.s4.e4	0
DrugDDI.d178.s4.e1	DrugDDI.d178.s4.e2	0
DrugDDI.d178.s4.e1	DrugDDI.d178.s4.e3	1
DrugDDI.d178.s4.e1	DrugDDI.d178.s4.e4	0
DrugDDI.d178.s4.e2	DrugDDI.d178.s4.e3	1
DrugDDI.d178.s4.e2	DrugDDI.d178.s4.e4	0
DrugDDI.d178.s4.e3	DrugDDI.d178.s4.e4	0
DrugDDI.d178.s6.e0	DrugDDI.d178.s6.e1	0
DrugDDI.d178.s7.e0	DrugDDI.d178.s7.e1	0
DrugDDI.d178.s7.e0	DrugDDI.d178.s7.e2	0
DrugDDI.d178.s7.e0	DrugDDI.d178.s7.e3	0
DrugDDI.d178.s7.e0	DrugDDI.d178.s7.e4	1
DrugDDI.d178.s7.e1	DrugDDI.d178.s7.e2	0
DrugDDI.d178.s7.e1	DrugDDI.d178.s7.e3	0
DrugDDI.d178.s7.e1	DrugDDI.d178.s7.e4	0
DrugDDI.d178.s7.e2	DrugDDI.d178.s7.e3	0
DrugDDI.d178.s7.e2	DrugDDI.d178.s7.e4	1
DrugDDI.d178.s7.e3	DrugDDI.d178.s7.e4	0
DrugDDI.d178.s8.e0	DrugDDI.d178.s8.e1	0
DrugDDI.d178.s8.e0	DrugDDI.d178.s8.e2	0
DrugDDI.d178.s8.e0	DrugDDI.d178.s8.e3	0
DrugDDI.d178.s8.e1	DrugDDI.d178.s8.e2	0
DrugDDI.d178.s8.e1	DrugDDI.d178.s8.e3	0
DrugDDI.d178.s8.e2	DrugDDI.d178.s8.e3	1
DrugDDI.d184.s0.e0	DrugDDI.d184.s0.e1	0
DrugDDI.d184.s1.e0	DrugDDI.d184.s1.e1	0
DrugDDI.d184.s1.e0	DrugDDI.d184.s1.e2	0
DrugDDI.d184.s1.e0	DrugDDI.d184.s1.e3	0
DrugDDI.d184.s1.e0	DrugDDI.d184.s1.e4	0
DrugDDI.d184.s1.e1	DrugDDI.d184.s1.e2	0
DrugDDI.d184.s1.e1	DrugDDI.d184.s1.e3	0
DrugDDI.d184.s1.e1	DrugDDI.d184.s1.e4	0
DrugDDI.d184.s1.e2	DrugDDI.d184.s1.e3	0
DrugDDI.d184.s1.e2	DrugDDI.d184.s1.e4	1
DrugDDI.d184.s1.e3	DrugDDI.d184.s1.e4	0
DrugDDI.d184.s2.e0	DrugDDI.d184.s2.e1	0
DrugDDI.d184.s2.e0	DrugDDI.d184.s2.e2	1
DrugDDI.d184.s2.e0	DrugDDI.d184.s2.e3	0
DrugDDI.d184.s2.e1	DrugDDI.d184.s2.e2	0
DrugDDI.d184.s2.e1	DrugDDI.d184.s2.e3	0
DrugDDI.d184.s2.e2	DrugDDI.d184.s2.e3	0
DrugDDI.d184.s3.e0	DrugDDI.d184.s3.e1	0
DrugDDI.d184.s4.e0	DrugDDI.d184.s4.e1	0
DrugDDI.d184.s4.e0	DrugDDI.d184.s4.e2	0
DrugDDI.d184.s4.e1	DrugDDI.d184.s4.e2	0
DrugDDI.d184.s6.e0	DrugDDI.d184.s6.e1	0
DrugDDI.d184.s7.e0	DrugDDI.d184.s7.e1	0
