annot,exactText,modality,statementType,drug1Lab,drug1Type,drug1Role,drug2Lab,drug2Type,drug2Role
urn:domeoclient:uuid:C365C778-177F-4278-905D-F7E125902C4A,Fluoxetine did not affect the plasma concentration of 9-hydroxyrisperidone,ncit:negative,ncit:quantitative,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,Fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:3EF1E25B-D32E-4DB0-8710-8B3A564AD5F9,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone,",ncit:positive,ncit:Qualitative,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:F39017BF-5B52-43F7-87D7-42A350A4FDB8,"However, there was a 20% increase in valproate peak plasma concentration (Cmax) after concomitant administration of risperidone",ncit:positive,ncit:quantitative,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,valproate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:96C65041-BBFD-4B6D-9490-8244D9E8F3DB,"Cimetidine and ranitidine increased the bioavailability of risperidone by 64% and 26%, respectively.",ncit:positive,ncit:quantitative,Cimetidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:A758EB82-284F-4D77-B56F-24DE6456C1B5,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone,",ncit:positive,ncit:Qualitative,phenobarbital,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:0FEC64AA-7E79-40CE-86DF-E473893040B5,Amitriptyline did not affect the pharmacokinetics of risperidone or risperidone and 9-hydroxyrisperidone combined,ncit:negative,ncit:quantitative,Amitriptyline,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:34B48A15-A74C-4C39-BA43-773498788471,"Cimetidine and ranitidine increased the bioavailability of risperidone by 64% and 26%, respectively.",ncit:positive,ncit:quantitative,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,ranitidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:27BEE460-B85C-4283-AAAD-EBF279054828,"n drug interaction studies, risperidone did not significantly affect the pharmacokinetics of donepezil and galantamine,",ncit:negative,ncit:quantitative,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,galantamine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:F82137CC-0CBA-4E20-A241-14382FAF7DFB,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone,",ncit:positive,ncit:Qualitative,phenobarbital,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:756BDED4-20B1-4CFF-805F-90D458C94BF7,Carbamazepine co-administration decreased the steady-state plasma concentrations of risperidone and 9-hydroxyrisperidone by about 50%,ncit:positive,ncit:quantitative,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,Carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:06A31504-06D6-4BB4-9653-43ABE5933B67,Repeated oral doses of risperidone (4 mg once daily) did not affect the pre-dose or average plasma concentrations and exposure (AUC) of valproate (1000 mg/day in three divided doses) compared to placebo (N=21),ncit:negative,ncit:quantitative,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,valproate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:1E8B34A3-FF88-481D-A387-712FC2383C5B,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone,",ncit:positive,ncit:Qualitative,rifampin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:1144AD8C-3497-406B-9345-176B886EE315,Paroxetine lowered the concentration of 9-hydroxyrisperidone by about 10%,ncit:positive,ncit:quantitative,Paroxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:6BED2958-51AA-4F41-9EEE-E7999EEA032E,Risperidone (0.25 mg twice daily) did not show a clinically relevant effect on the pharmacokinetics of digoxin,ncit:negative,ncit:quantitative,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:A61E1385-D1F9-483B-909C-D9DC9265A249,Amitriptyline did not affect the pharmacokinetics of risperidone or risperidone and 9-hydroxyrisperidone combined,ncit:negative,ncit:quantitative,Amitriptyline,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:51144278-0443-4DD0-8938-8D0C7AD740CE,whereas ranitidine increased the AUC of risperidone and 9-hydroxyrisperidone combined by 20%,ncit:positive,ncit:quantitative,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,ranitidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:7664169B-C88F-4B15-B787-57A92153817B,Carbamazepine co-administration decreased the steady-state plasma concentrations of risperidone and 9-hydroxyrisperidone by about 50%. Plasma concentrations of carbamazepine did not appear to be affected,ncit:negative,ncit:Qualitative,Carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:A530B301-3FA4-4975-BB9B-F83FCF19E9BB,"Fluoxetine (20 mg once daily) and paroxetine (20 mg once daily) have been shown to increase the plasma concentration of risperidone 2.5 to 2.8 fold and 3 to 9 fold, respectively.",ncit:positive,ncit:quantitative,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:6CE6D4C1-901C-4A94-BAAE-F89A836E5DF1,Carbamazepine co-administration decreased the steady-state plasma concentrations of risperidone and 9-hydroxyrisperidone by about 50%. Plasma concentrations of carbamazepine did not appear to be affected,ncit:negative,ncit:Qualitative,carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,9-hydroxyrisperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:229178A9-5961-401E-95BD-99051FBCC1F6,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone,",ncit:positive,ncit:Qualitative,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,phenytoin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:C5A46655-15D2-4A34-98D6-1CA4C88FC947,Nefazodone plasma concentrations were unaffected by alprazolam,ncit:negative,ncit:quantitative,Nefazodone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,alprazolam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:24032CE3-E0E5-4D93-B25B-2B5B5130A301,"When alprazolam (1 mg BID) and nefazodone (200 mg BID) were coadministered, steady-state peak concentrations, AUC and half-life values for alprazolam increased by approximately 2-fold",ncit:positive,ncit:quantitative,nefazodone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,alprazolam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:7AC452E8-5C81-487F-BEE8-26D47C1851C0,Nefazodone plasma concentrations were unaffected by triazolam,ncit:negative,ncit:quantitative,Nefazodone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,triazolam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:2F2F19BC-5675-48B7-B5B3-3BC688888927,Coadministration of phenytoin with a dose bioequivalent to 34 mg Nisoldipine tablets in epileptic patients lowered the nisoldipine plasma concentrations to undetectable levels,ncit:positive,ncit:Qualitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,phenytoin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:7A03EBC4-764E-433B-A61A-1826AAD2FCDF,Ranitidine 150 mg twice daily did not interact significantly with nisoldipine (AUC was decreased by 15-20%),ncit:positive,ncit:quantitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Ranitidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:400FF6FE-F3F7-4D02-B569-2CB23F81FB0C,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant",ncit:negative,ncit:Qualitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,atenolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:793C8078-ADF3-4631-BEE7-9C32466DBDA6,Immediate release nisoldipine increased plasma quinidine concentrations by about 20%,ncit:positive,ncit:quantitative,Immediate release nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product,dikbD2R:precipitant-drug-of-interaction,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:803378AB-300A-4838-AA5C-D6B9E2424780,Quinidine at 648 mg bid decreased the bioavailability (AUC) of nisoldipine by 26%,ncit:positive,ncit:quantitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:AC9002B3-2126-404A-B893-895DD616687B,"Quinidine at 648 mg bid decreased the bioavailability (AUC) of nisoldipine by 26%, but not the peak concentration",ncit:negative,ncit:quantitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:91DA3E58-26EC-499D-8815-24EC56B7DA52,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant",ncit:negative,ncit:Qualitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,propranolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:1B94ED49-1802-4E07-939D-F98D12878FE4,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant",ncit:negative,ncit:Qualitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,propranolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:02F92A5D-FB3B-44EB-9B4A-7664307523D9,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant",ncit:negative,ncit:Qualitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,atenolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:9805ABDB-74EB-4727-9992-01F247DDED3A,A 30 to 45% increase in AUC and Cmax of nisoldipine was observed with concomitant administration of cimetidine 400 mg twice daily,ncit:positive,ncit:quantitative,nisoldipine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,cimetidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:F08059FF-5CE0-4E71-9F41-A1016A24A8A2,Coadministration of carbamazepine with nefazodone results in insufficient plasma concentrations of nefazodone and its active metabolite to achieve a therapeutic effect,ncit:positive,ncit:Qualitative,active metabolite,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:26FB0EC5-898A-4764-A272-64E0BAC2A868,Coadministration of carbamazepine with nefazodone results in insufficient plasma concentrations of nefazodone and its active metabolite to achieve a therapeutic effect,ncit:positive,ncit:Qualitative,carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,nefazodone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:CDEE251A-D6DB-44C0-B8B6-B6864FACAEB7,Zonisamide single dose pharmacokinetic parameters were not affected by cimetidine (300 mg four times a day for 12 days),ncit:negative,ncit:Qualitative,cimetidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,Zonisamide,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:81BB297D-F5A5-4080-934D-2CFCD554B6C1,"Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials.",ncit:negative,ncit:Qualitative,Zonisamide,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,valproate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:EA833C64-85F9-4A56-8841-F6EE3F0EE474,"Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials.",ncit:negative,ncit:Qualitative,phenytoin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Zonisamide,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:8AC73974-E124-44C3-976B-7D274AD71A50,"Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials.",ncit:negative,ncit:Qualitative,Zonisamide,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:C0DFD5E8-187E-4E1E-9152-A7A758D286E2,"Diltiazem significantly decreases the clearance and increases the t1/2 of quinidine, but quinidine does not alter the kinetics of diltiazem",ncit:positive,ncit:Qualitative,Diltiazem,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:6E9A5C8E-F39F-4DC2-9AA8-98D6590E9577,"Diltiazem significantly decreases the clearance and increases the t1/2 of quinidine, but quinidine does not alter the kinetics of diltiazem",ncit:negative,ncit:Qualitative,diltiazem,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:90476DBC-20CD-4E47-9D67-14A957BE92FA,"Perhaps because of competition for the P450 3A4metabolic pathway, quinidine levels rise when ketoconazole is coadministered",ncit:positive,ncit:Qualitative,ketoconazole,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,quinidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:C6E40223-0F43-4E64-9C23-5466E28DE5BE,Co-administration of fosamprenavir/ritonavir with paroxetine significantly decreased plasma levels of paroxetine.,ncit:positive,ncit:Qualitative,paroxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,fosamprenavir/ritonavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:0037D210-B236-44FC-8A66-EFB6D728EC15,"Daily oral dosing of immediate-release paroxetine (30 mg once daily) increased steady-state AUC0-24, Cmax, and Cmin values of procyclidine (5 mg oral once daily) by 35%, 37%, and 67%, respectively, compared to procyclidine alone at steady state.",ncit:positive,ncit:quantitative,paroxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,procyclidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:F8ABD1C3-2E64-4005-BA7D-EAC62495E40C,"In addition, the haloperidol Cmax increased 88% when coadministered with venlafaxine, but the haloperidol elimination half-life (t1/2) was unchanged",ncit:positive,ncit:quantitative,haloperidol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:E695B70D-90FE-4BE3-A3D5-8D7A964908D0,"A pharmacokinetic study with ketoconazole 100 mg b.i.d. with a single dose of venlafaxine 50 mg in extensive metabolizers (EM; n=14) and 25 mg in poor metabolizers (PM;n=6) of CYP2D6 resulted in higher plasma concentrations of both venlafaxine and O-desmethylvenlafaxine (ODV) in most subjects following administration of ketoconazole. Venlafaxine Cmax increased by 26% in EM subjects and 48% in PM subjects. Cmax values for ODV increased by 14% and 29% in EM and PM subjects, respectively",ncit:positive,ncit:quantitative,ODV,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction,ketoconazole,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:19AAB8A2-EFBD-4281-9F62-D1A80F2A36C7,"Under steady-state conditions for venlafaxine administered at 150 mg/day, a single 10 mg dose of diazepam did not appear to affect the pharmacokinetics of either venlafaxine or ODV in 18 healthy male subjects",ncit:negative,ncit:quantitative,diazepam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,ODV,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:CAFC553F-EA28-4924-BE34-12C29BA840B6,"Venlafaxine also did not have any effect on the pharmacokinetics of diazepam or its active metabolite, desmethyldiazepam",ncit:negative,ncit:quantitative,diazepam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:EEAD9028-A0AF-42B8-B2F6-3DA6DB516663,"Venlafaxine did not inhibit the metabolism of diazepam, which is partially metabolized by CYP2C19",ncit:negative,ncit:quantitative,diazepam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:604C8B72-4E70-4BA1-A1A4-F494BE54E1D6,"However, desipramine AUC, Cmax, and Cmin increased by about 35% in the presence of venlafaxine",ncit:positive,ncit:quantitative,desipramine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
urn:domeoclient:uuid:2E74A58C-BB8A-4C07-AFDA-8FFC4FB5D21B,The steady-state pharmacokinetics of venlafaxine administered at 150 mg/day were not affected when a single 600 mg oral dose of lithium was administered to 12 healthy male subjects.,ncit:negative,ncit:quantitative,lithium,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:5752E68C-38C6-45A5-84BC-D5DB4AC0BB18,"Concomitant administration of cimetidine and venlafaxine in a steady-state study for both drugs resulted in inhibition of first-pass metabolism of venlafaxine in 18 healthy subjects. The oral clearance of venlafaxine was reduced by about 43%, and the exposure (AUC) and maximum concentration (Cmax) of the drug were increased by about 60%",ncit:positive,ncit:quantitative,cimetidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:C90E1110-F500-4932-87CD-B49C02A63350,"Venlafaxine administered under steady-state conditions at 150 mg/day slightly inhibited the CYP2D6-mediated metabolism of risperidone (administered as a single 1 mg oral dose) to its active metabolite, 9-hydroxyrisperidone, resulting in an approximate 32% increase in risperidone AUC. ",ncit:positive,ncit:quantitative,Venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,risperidone,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:96BDA936-D469-49C4-9097-138FE35B1FAE,A single dose of ethanol (0.5 g/kg) had no effect on the pharmacokinetics of venlafaxine or O-desmethylvenlafaxine (ODV) when venlafaxine was administered at 150 mg/day in 15 healthy male subjects,ncit:negative,ncit:quantitative,ethanol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,O-desmethylvenlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite,dikbD2R:object-drug-of-interaction
urn:domeoclient:uuid:869A0F1A-D9DD-44E3-B809-4B7DC12C160F,A single dose of ethanol (0.5 g/kg) had no effect on the pharmacokinetics of venlafaxine or O-desmethylvenlafaxine (ODV) when venlafaxine was administered at 150 mg/day in 15 healthy male subjects,ncit:negative,ncit:quantitative,venlafaxine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,ethanol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction
