"annot","exactText","modality","statementType","drug1Lab","drug1Type","drug1Role","drug2Lab","drug2Type","drug2Role"
"urn:domeoclient:uuid:DE560C91-21D6-4968-95FA-224203CA8EF9","There is a potentially relevant interaction between diazepam and compounds which inhibit certain hepatic enzymes (particularly cytochrome P450 3A and 2C19). Data indicate that these compounds influence the pharmacokinetics of diazepam and may lead to increased and prolonged sedation. At present, this reaction is known to occur with cimetidine, ketoconazole, fluvoxamine, fluoxetine, and omeprazole","ncit:positive","ncit:Qualitative","diazepam","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","omeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:DE08B357-9C54-458B-8993-B39DAE0D54A4","Co-administration of fosamprenavir/ritonavir with paroxetine significantly decreased plasma levels of paroxetine. Any dose adjustment should be guided by clinical effect (tolerability and efficacy)","ncit:positive","ncit:Qualitative","fosamprenavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","paroxetine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:DD6F75BD-E3E4-4A30-A3AE-9FBC3E0C0C7E","Rosiglitazone: Coadministration of rosiglitazone (4 mg b.i.d.) was shown to have no clinically relevant effect on the pharmacokinetics of nifedipine.","ncit:negative","ncit:quantitative","rosiglitazone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","nifedipine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:DC689962-E4BB-409E-B033-E5EBA74DB441","Studies have shown that lansoprazole does not have clinically significant interactions with other drugs metabolized by the cytochrome P450 system, such as warfarin, antipyrine, indomethacin, ibuprofen, phenytoin, propranolol, prednisone, diazepam, or clarithromycin in healthy subjects","ncit:negative","ncit:quantitative","lansoprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:DAADF25C-A4FE-4326-B9E7-9D0E8C313E5C","Coadministration of aliskiren did not significantly affect the pharmacokinetics of lovastatin, digoxin, valsartan, amlodipine, metformin, celecoxib, atenolol, atorvastatin, ramipril or hydrochlorothiazide.","ncit:negative","ncit:quantitative","aliskiren","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","celecoxib","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:DAA11CB5-C5AA-428B-850D-63A524586BA1","Cholestyramine and Colestipol Resins: absorption of hydrochlorothiazide is impaired in the presence of anionic exchange resins. Single doses of either cholestyramine or colestipol resins bind the hydrochlorothiazide and reduce its absorption from the gastrointestinal tract by up to 85% and 43%, respectively.","ncit:positive","ncit:quantitative","Colestipol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","hydrochlorothiazide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:DA5D5837-3580-49DF-8E5E-F517AB8DF46C","Experimental evidence demonstrated that methadone decreased the AUC and peak levels for didanosine and stavudine, with a more significant decrease for didanosine. Methadone disposition was not substantially altered.","ncit:positive","ncit:Qualitative","stavudine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","methadone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:D895BF59-A109-46AB-82C8-77658F9BA940","Combined administration of citalopram (40 mg) and ketoconazole (200 mg) decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram.","ncit:positive","ncit:quantitative","ketoconazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","citalopram","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:D730927A-7A5C-4283-B110-CA21BC2EF052","An open-label, randomized, three-way crossover study in 18 healthy subjects assessed the effect of a single 800 mg oral dose of fluconazole on the pharmacokinetics of a single 1200 mg oral dose of azithromycin as well as the effects of azithromycin on the pharmacokinetics of fluconazole. There was no significant pharmacokinetic interaction between fluconazole and azithromycin.","ncit:negative","ncit:quantitative","fluconazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","azithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:D4128694-D50D-4454-B1F8-378B825A9152","Verapamil can increase doxorubicin levels","ncit:positive","ncit:Qualitative","doxorubicin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","Verapamil","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:D19B9A2C-9CC4-4AE1-BB61-F344D5904F19","Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials. Zonisamide did not inhibit mixed-function liver oxidase enzymes (cytochrome P450), as measured in human liver microsomal preparations, in vitro. Zonisamide is not expected to interfere with the metabolism of other drugs that are metabolized by cytochrome P450 isozymes.","ncit:negative","ncit:quantitative","carbamazepine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","zonisamide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:CE80E177-0F4A-4A1D-A628-4681706A6E87","Coadministration of a magnesium and aluminum hydroxide antacid with a single dose of amlodipine besylate had no significant effect on the pharmacokinetics of amlodipine besylate.","ncit:negative","ncit:quantitative","magnesium","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","amlodipine besylate","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:CE2BC04A-D693-485A-B82C-FEE60FDF69CE","Ribavirin: In vitro data indicate ribavirin reduces phosphorylation of lamivudine, stavudine, and zidovudine. However, no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed when ribavirin and lamivudine (n = 18), stavudine (n = 10), or zidovudine (n = 6) were coadministered as part of a multi-drug regimen to HIV-1/HCV co-infected patients [see Warnings and Precautions (5.4)].","ncit:negative","ncit:Qualitative","stavudine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","ribavirin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:CE25948D-82C0-4514-B23D-B114BF692D50","Venlafaxine did not inhibit CYP1A2 in vitro. This finding was confirmed in vivo by a clinical drug interaction study in which venlafaxine did not inhibit the metabolism of caffeine, a CYP1A2 substrate.","ncit:negative","ncit:quantitative","caffeine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","venlafaxine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:CD5613AC-945E-4FC7-A565-D7E9BE8DEF19","An inhibitor of CYP2C8 (e.g., gemfibrozil) may increase the AUC of rosiglitazone and an inducer of CYP2C8 (e.g., rifampin) may decrease the AUC of rosiglitazone. Therefore, if an inhibitor or an inducer of CYP2C8 is started or stopped during treatment with rosiglitazone, changes in diabetes treatment may be needed based upon clinical response.","ncit:positive","ncit:Qualitative","rosiglitazone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","rifampin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:CBF53664-B035-4084-8367-8B462FC0A703","Based on known metabolic profiles, clinically significant drug interactions are not expected between REYATAZ (atazanavir sulfate) and fluvastatin, pravastatin, dapsone, trimethoprim/sulfamethoxazole, azithromycin, or erythromycin. REYATAZ does not interact with substrates of CYP2D6 (eg, nortriptyline, desipramine, metoprolol). ","ncit:negative","ncit:quantitative","REYATAZ","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:object-drug-of-interaction","desipramine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:CB6F6828-0358-4241-8207-69A8687C9B37","Concomitant administration of propafenone immediate release tablets and cimetidine in 12 healthy subjects resulted in a 20% increase in steady-state plasma concentrations of propafenone.","ncit:positive","ncit:quantitative","cimetidine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","propafenone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:CB05608A-6777-47D4-91CD-D7D6CD8FE1DA","A published study showed that the co-administration of rifampin, a drug metabolizing enzyme inducer, significantly decreased plasma oxycodone concentrations","ncit:positive","ncit:Qualitative","oxycodone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","rifampin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:CA91E21C-69C9-4FC1-B9F5-8D6F67ED2AB2","Based on known metabolic profiles, clinically significant drug interactions are not expected between REYATAZ (atazanavir sulfate) and fluvastatin, pravastatin, dapsone, trimethoprim/sulfamethoxazole, azithromycin, or erythromycin. REYATAZ does not interact with substrates of CYP2D6 (eg, nortriptyline, desipramine, metoprolol). ","ncit:negative","ncit:quantitative","metoprolol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","REYATAZ","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C9ACBCB7-738B-47D3-9E81-7BC584E142D6","The mean reduction of sildenafil (80 mg tid) bioavailability due to co-administration of epoprostenol was 28%, resulting in about 22% lower mean average steady state concentrations. Therefore, the slight decrease of sildenafil exposure in the presence of epoprostenol is not considered clinically relevant. The effect of sildenafil on epoprostenol pharmacokinetics is not known.","ncit:negative","ncit:quantitative","sildenafil","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","epoprostenol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:C93B2C33-8805-49A5-85A4-1E72F0142400","AVANDIA (2 mg twice daily) taken concomitantly with glyburide (3.75 to 10 mg/day) for 7 days did not alter the mean steady-state 24-hour plasma glucose concentrations in diabetic patients stabilized on glyburide therapy. Repeat doses of AVANDIA (8 mg once daily) for 8 days in healthy adult Caucasian subjects caused a decrease in glyburide AUC and Cmax of approximately 30%. In Japanese subjects, glyburide AUC and Cmax slightly increased following coadministration of AVANDIA","ncit:positive","ncit:quantitative","avandia","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:precipitant-drug-of-interaction","glyburide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C913040F-2661-4824-A792-879B37559C2E","Nefazodone plasma concentrations were unaffected by triazolam.","ncit:negative","ncit:quantitative","Nefazodone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","triazolam","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:C799DD5F-A65F-405A-8A34-C4328849306F","Cimetidine and ranitidine increased the bioavailability of risperidone by 64% and 26%, respectively","ncit:positive","ncit:quantitative","risperidone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","ranitidine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:C76DF617-449A-4AFD-AAB5-D75192FE059C","For other antiretroviral drugs, such as saquinavir, elevated serum levels have been reported with an increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% following multiple dosing of saquinavir/ritonavir (1000/100 mg) bid for 15 days with omeprazole 40 mg qd co-administered days 11 to 15. ","ncit:positive","ncit:quantitative","omeprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","saquinavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C710E7F2-14E9-4D9F-AF4D-BB3BB31DDDE1","Fexofenadine hydrochloride should not be taken closely in time with aluminum and magnesium containing antacids. In healthy adult subjects, administration of 120 mg of fexofenadine hydrochloride (2 × 60 mg capsule) within 15 minutes of an aluminum and magnesium containing antacid (Maalox®1) decreased fexofenadine AUC by 41% and Cmax by 43%","ncit:positive","ncit:quantitative","magnesium","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","fexofenadine hydrochloride","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C6DF6A97-FFFB-4636-9994-C20645D2B05E","Additionally, no clinically significant drug interactions were observed when REYATAZ was coadministered with methadone, fluconazole, acetaminophen, or atenolol. [See Clinical Pharmacology, Tables 16 and 17 (12.3).]","ncit:negative","ncit:quantitative","REYATAZ","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:precipitant-drug-of-interaction","acetaminophen","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C616CA3F-D5BA-4A06-8DEC-31C84D750966","VAPRISOL 30 mg/day resulted in a 3-fold increase in the AUC of simvastatin.","ncit:positive","ncit:quantitative","vaprisol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:precipitant-drug-of-interaction","simvastatin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C616274C-6434-4062-9046-70A384AFFFEE","Inducers of CYP3A4 (e.g., rifampin) have caused a lowering of plasma levels of verapamil.","ncit:positive","ncit:Qualitative","rifampin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","verapamil","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C5143776-1B0F-49BD-A1D1-96D30189B10F","Administration of sotalol within 2 hours of antacids containing aluminum oxide and magnesium hydroxide should be avoided because it may result in a reduction in Cmax and AUC of 26% and 20%, respectively and consequently in a 25% reduction in the bradycardic effect at rest. Administration of the antacid two hours after sotalol has no effect on the pharmacokinetics or pharmacodynamics of sotalol.","ncit:negative","ncit:quantitative","magnesium hydroxide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","sotalol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C4859CB1-5B28-4858-BE98-DFB12A75E0E1","No significant interactions were found between nisoldipine and warfarin or digoxin.","ncit:negative","ncit:quantitative","digoxin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nisoldipine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:C47F66A7-150E-4483-B9FD-850D9690B309","Coadministration of a magnesium and aluminum hydroxide antacid with a single dose of amlodipine besylate had no significant effect on the pharmacokinetics of amlodipine besylate.","ncit:negative","ncit:quantitative","amlodipine besylate","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","aluminum hydroxide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C44331BB-773C-4338-8049-4956F3685832","Coadministration of tacrine with theophylline increased theophylline elimination half-life and average plasma theophylline concentrations by approximately 2-fold. Therefore, monitoring of plasma theophylline concentrations and appropriate reduction of theophylline dose are recommended in patients receiving tacrine and theophylline concurrently.","ncit:positive","ncit:Qualitative","tacrine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","theophylline","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C366A547-1D1B-4513-8A36-6C5B95F91B6D","Ketoconazole: A pharmacokinetic study with ketoconazole 100 mg b.i.d. with a single dose of venlafaxine 50 mg in extensive metabolizers (EM; n=14) and 25 mg in poor metabolizers (PM;n=6) of CYP2D6 resulted in higher plasma concentrations of both venlafaxine and O-desmethylvenlafaxine (ODV) in most subjects following administration of ketoconazole. Venlafaxine Cmax increased by 26% in EM subjects and 48% in PM subjects. Cmax values for ODV increased by 14% and 29% in EM and PM subjects, respectively.\n\nVenlafaxine AUC increased by 21% in EM subjects and 70% in PM subjects (range in PM's -2% to 206%), and AUC values for ODV increased by 23% and 33% in EM and PM (range in PM's -38% to 105%) subjects, respectively. Combined AUC's of venlafaxine and ODV increased on average by approximately 23% in EM's and 53% in PM's, (range in PM's 4% to 134%).","ncit:positive","ncit:quantitative","venlafaxine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","ketoconazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:C2375BD2-98CE-498C-A653-8F353DC2AFC3"," In a study of healthy subjects neither the pharmacokinetics of warfarin enantiomers nor prothrombin time were affected following single or multiple 60 mg doses of lansoprazole.","ncit:negative","ncit:quantitative","warfarin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","lansoprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:C1A033D4-02A5-4472-83C4-DB543DEF2BCB","7.4 Haloperidol\n\nVenlafaxine administered under steady-state conditions at 150 mg/day in 24 healthy subjects decreased total oral-dose clearance (Cl/F) of a single 2 mg dose of haloperidol by 42%, which resulted in a 70% increase in haloperidol AUC. In addition, the haloperidol Cmax increased 88% when coadministered with venlafaxine, but the haloperidol elimination half-life (t1/2) was unchanged. The mechanism explaining this finding is unknown.","ncit:positive","ncit:quantitative","Haloperidol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","venlafaxine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:C19232C5-C67F-4BDB-B93E-0D5C690AD368","Propranolol does not affect the pharmacokinetics of verapamil and norverapamil. Verapamil does not affect the pharmacokinetics of propranolol","ncit:negative","ncit:quantitative","propranolol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","verapamil","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C16B9331-360B-4263-84B6-78CEF02D1351","Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials. Zonisamide did not inhibit mixed-function liver oxidase enzymes (cytochrome P450), as measured in human liver microsomal preparations, in vitro. Zonisamide is not expected to interfere with the metabolism of other drugs that are metabolized by cytochrome P450 isozymes.","ncit:negative","ncit:quantitative","zonisamide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","valproate","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C06A5B4B-1DAF-4DAB-B57F-EC5FAD9EE0E4","In one study, concomitant administration of digoxin with simvastatin resulted in a slight elevation in digoxin concentrations in plasma. ","ncit:positive","ncit:Qualitative","simvastatin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","digoxin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:C065E6E2-D8D0-471E-9A02-F7F39A2CED51","Quinupristin/Dalfopristin:In vitro drug interaction studies have demonstrated that quinupristin/dalfopristin significantly inhibits the CYP3A metabolism of nifedipine. Concomitant administration of quinupristin/dalfopristin and nifedipine (repeated oral dose) in healthy volunteers increased AUC and Cmax for nifedipine by factors of 1.44 and 1.18, respectively, compared to nifedipine monotherapy. Upon coadministration of quinupristin/dalfopristin with nifedipine, blood pressure should be monitored and a reduction of the dose of nifedipine considered.","ncit:positive","ncit:quantitative","quinupristin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","nifedipine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:BFBA5C57-7297-4D17-B1ED-B12C0FFB6D77","co-administration of known enzyme inducers (e.g., carbamazepine, phenytoin, rifampin, and phenobarbital) with risperidone may cause a decrease in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone","ncit:positive","ncit:Qualitative","phenytoin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","risperidone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:BF5B9586-8B87-4545-B4AB-36CD8A6842A6","In a study of 13 healthy, male volunteers, a single 40 mg dose of tacrine added to fluvoxamine 100 mg/day administered at steady-state was associated with five- and eight-fold increases in tacrine Cmax and AUC, respectively, compared to the administration of tacrine alone. Five subjects experienced nausea, vomiting, sweating, and diarrhea following coadministration, consistent with the cholinergic effects of tacrine.","ncit:positive","ncit:quantitative","fluvoxamine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","tacrine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:BF1B5DC0-5CFC-459F-A0BE-B1DAAF37A993","Coadministration of amlodipine besylate with cimetidine did not alter the pharmacokinetics of amlodipine besylate","ncit:negative","ncit:quantitative","amlodipine besylate","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","cimetidine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:BDC8060A-B279-4AA2-8368-F3D68E94F4A3","Methotrexate and 7-hydromethotrexate: In an open-label, single-arm, eight-day, pharmacokinetic study of 28 adult rheumatoid arthritis patients (who required the chronic use of 7.5 to 15 mg of methotrexate given weekly), administration of 7 days of naproxen 500 mg twice daily and lansoprazole delayed-release capsules 30 mg daily had no effect on the pharmacokinetics of methotrexate and 7-hydroxymethotrexate. ","ncit:negative","ncit:quantitative","7-hydroxymethotrexate","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite","dikbD2R:object-drug-of-interaction","naproxen","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction"
"urn:domeoclient:uuid:BD835ACB-0856-411D-851D-4B2286191CC0","When lansoprazole delayed-release capsules were administered concomitantly with theophylline (CYP1A2, CYP3A), a minor increase (10%) in the clearance of theophylline was seen. Because of the small magnitude and the direction of the effect on theophylline clearance, this interaction is unlikely to be of clinical concern. Nonetheless, individual patients may require additional titration of their theophylline dosage when lansoprazole delayed-release capsules is started or stopped to ensure clinically effective blood levels.","ncit:positive","ncit:quantitative","lansoprazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","theophylline","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
"urn:domeoclient:uuid:BD2B8D6E-EBE4-4F56-9A06-3234FA3AE367","Metoprolol - Concomitant administration of venlafaxine (50 mg every 8 hours for 5 days) and metoprolol (100 mg every 24 hours for 5 days) to 18 healthy male subjects in a pharmacokinetic interaction study for both drugs resulted in an increase of plasma concentrations of metoprolol by approximately 30 to 40% without altering the plasma concentrations of its active metabolite, α-hydroxymetoprolol. Metoprolol did not alter the pharmacokinetic profile of venlafaxine or its active metabolite, O-desmethylvenlafaxine.","ncit:positive","ncit:quantitative","venlafaxine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","metoprolol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction"
