z,Precipitant Type,Precipitant,Precipitant Annotator,Precipitant Span Start,Precipitant SpanEnd,Object Type,Object,Object Annotator,Metabolite,Object Span Start,Object Span End,Modality,Interaction Phrase Type,Interaction Phrase,Interaction Phrase Annotator,Interaction Phrase Span Start,Interaction Phrase Span End
package-insert-section-156.txt,Active ingredient,amlodipine ,consensus set annotator team,1768,1778,Active ingredient,aliskiren ,consensus set annotator team,,1833,1842,Negative,Qualitative,"Drugs with no clinically significant effects: Coadministration of lovastatin, atenolol, warfarin, furosemide, digoxin, celecoxib, hydrochlorothiazide, ramipril, valsartan, metformin and amlodipine did not result in clinically significant increases in aliskiren exposure.",consensus set annotator team,1779,1851
package-insert-section-156.txt,Active ingredient,aliskiren ,consensus set annotator team,2024,2033,Active ingredient,furosemide ,consensus set annotator team,,2058,2068,Positive,Quantitative,"Furosemide: When aliskiren was coadministered with furosemide, the AUC and Cmax of furosemide were reduced by about 30% and 50%, respectively.",consensus set annotator team,2074,2133
package-insert-section-156.txt,Active ingredient,aliskiren ,consensus set annotator team,2306,2315,Active ingredient,ramipril ,consensus set annotator team,,2459,2467,Negative,Qualitative,"Drugs with no clinically significant effects: Coadministration of aliskiren did not significantly affect the pharmacokinetics of lovastatin, digoxin, valsartan, amlodipine, metformin, celecoxib, atenolol, atorvastatin, ramipril or hydrochlorothiazide.",consensus set annotator team,2316,2365
package-insert-section-156.txt,Active ingredient,aliskiren ,consensus set annotator team,2306,2315,Active ingredient,hydrochlorothiazide ,consensus set annotator team,,2471,2490,Negative,Qualitative,"Drugs with no clinically significant effects: Coadministration of aliskiren did not significantly affect the pharmacokinetics of lovastatin, digoxin, valsartan, amlodipine, metformin, celecoxib, atenolol, atorvastatin, ramipril or hydrochlorothiazide.",consensus set annotator team,2316,2365
package-insert-section-156.txt,Active ingredient,aliskiren ,consensus set annotator team,2306,2315,Active ingredient,lovastatin ,consensus set annotator team,,2369,2379,Negative,Qualitative,"Drugs with no clinically significant effects: Coadministration of aliskiren did not significantly affect the pharmacokinetics of lovastatin, digoxin, valsartan, amlodipine, metformin, celecoxib, atenolol, atorvastatin, ramipril or hydrochlorothiazide.",consensus set annotator team,2316,2365
package-insert-section-156.txt,Active ingredient,aliskiren ,consensus set annotator team,2306,2315,Active ingredient,digoxin ,consensus set annotator team,,2381,2388,Negative,Qualitative,"Drugs with no clinically significant effects: Coadministration of aliskiren did not significantly affect the pharmacokinetics of lovastatin, digoxin, valsartan, amlodipine, metformin, celecoxib, atenolol, atorvastatin, ramipril or hydrochlorothiazide.",consensus set annotator team,2316,2365
package-insert-section-156.txt,Active ingredient,aliskiren ,consensus set annotator team,2306,2315,Active ingredient,valsartan ,consensus set annotator team,,2390,2399,Negative,Qualitative,"Drugs with no clinically significant effects: Coadministration of aliskiren did not significantly affect the pharmacokinetics of lovastatin, digoxin, valsartan, amlodipine, metformin, celecoxib, atenolol, atorvastatin, ramipril or hydrochlorothiazide.",consensus set annotator team,2316,2365
package-insert-section-158.txt,Active ingredient,fluvoxamine ,consensus set annotator team,348,359,Active ingredient,mexiletine ,consensus set annotator team,,282,292,Positive,Quantitative,"In a formal, single-dose interaction study (n = 6 males) the clearance of mexiletine was decreased by 38% following the coadministration of fluvoxamine, an inhibitor of CYP1A2.",consensus set annotator team,297,313
package-insert-section-158.txt,Active ingredient,propafenone ,consensus set annotator team,486,497,Active ingredient,mexiletine ,consensus set annotator team,,528,538,Negative,Qualitative,"In another formal study (n = 8 extensive and n = 7 poor metabolizers of CYP2D6), coadministration of propafenone did not alter the kinetics of mexiletine in the poor CYP2D6 metabolizer group.",consensus set annotator team,498,524
package-insert-section-158.txt,Active ingredient,propafenone ,consensus set annotator team,486,497,Active ingredient,mexiletine ,consensus set annotator team,,613,623,Positive,Quantitative,"In another formal study (n = 8 extensive and n = 7 poor metabolizers of CYP2D6), coadministration of propafenone did not alter the kinetics of mexiletine in the poor CYP2D6 metabolizer group.",consensus set annotator team,600,685
package-insert-section-158.txt,Active ingredient,mexiletine ,consensus set annotator team,891,901,Active ingredient,propafenone ,consensus set annotator team,,816,827,Negative,Qualitative,"In this crossover steady state study, the pharmacokinetics of propafenone were unaffected in either phenotype by the coadministration of mexiletine.",consensus set annotator team,796,843
package-insert-section-159.txt,Active ingredient,Mexiletine ,consensus set annotator team,0,10,Active ingredient,digoxin ,consensus set annotator team,,32,39,Negative,Qualitative,"Mexiletine does not alter serum digoxin levels but magnesium-aluminum hydroxide, when used to treat gastrointestinal symptoms due to mexiletine hydrochloride USP capsules, has been reported to lower serum digoxin levels.",consensus set annotator team,11,46
package-insert-section-159.txt,Active ingredient,magnesium ,consensus set annotator team,51,60,Active ingredient,digoxin ,consensus set annotator team,,205,212,Positive,Qualitative,"Mexiletine does not alter serum digoxin levels but magnesium-aluminum hydroxide, when used to treat gastrointestinal symptoms due to mexiletine hydrochloride USP capsules, has been reported to lower serum digoxin levels.",consensus set annotator team,176,219
package-insert-section-159.txt,Active ingredient,aluminum ,consensus set annotator team,61,69,Active ingredient,digoxin ,consensus set annotator team,,205,212,Positive,Qualitative,"Mexiletine does not alter serum digoxin levels but magnesium-aluminum hydroxide, when used to treat gastrointestinal symptoms due to mexiletine hydrochloride USP capsules, has been reported to lower serum digoxin levels.",consensus set annotator team,176,219
package-insert-section-16.txt,Active ingredient,sertraline ,consensus set annotator team,231,241,Active ingredient,cisapride ,consensus set annotator team,,315,324,Negative,Qualitative,"The results of these studies indicated that sertraline did not increase plasma concentrations of terfenadine, carbamazepine, or cisapride.",consensus set annotator team,242,280
package-insert-section-16.txt,Active ingredient,sertraline ,consensus set annotator team,231,241,Active ingredient,terfenadine ,consensus set annotator team,,284,295,Negative,Qualitative,"The results of these studies indicated that sertraline did not increase plasma concentrations of terfenadine, carbamazepine, or cisapride.",consensus set annotator team,242,280
package-insert-section-16.txt,Active ingredient,sertraline ,consensus set annotator team,231,241,Active ingredient,carbamazepine ,consensus set annotator team,,297,310,Negative,Qualitative,"The results of these studies indicated that sertraline did not increase plasma concentrations of terfenadine, carbamazepine, or cisapride.",consensus set annotator team,242,280
package-insert-section-16.txt,Active ingredient,sertraline ,consensus set annotator team,514,524,Active ingredient,cisapride ,consensus set annotator team,,490,499,Positive,Quantitative,Results of the interaction study with cisapride indicate that sertraline 200 mg (q.d.)induces the metabolism of cisapride (cisapride AUC and Cmax were reduced by about 35%).,consensus set annotator team,539,624
package-insert-section-161.txt,Active ingredient,nelfinavir ,consensus set annotator team,20,30,Active ingredient,azithromycin ,consensus set annotator team,,74,86,Positive,Qualitative,Coadministration of nelfinavir at steady-state with a single oral dose of azithromycin resulted in increased azithromycin serum concentrations.,consensus set annotator team,99,142
package-insert-section-163.txt,Active ingredient,acyclovir ,consensus set annotator team,102,111,Active ingredient,meperidine ,consensus set annotator team,,36,46,Positive,Qualitative,"Acyclovir

Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased by acyclovir, thus caution should be used with concomitant administration.",consensus set annotator team,11,98
package-insert-section-163.txt,Active ingredient,acyclovir ,consensus set annotator team,102,111,Metabolite,normeperidine ,consensus set annotator team,meperidine ,67,80,Positive,Qualitative,"Acyclovir

Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased by acyclovir, thus caution should be used with concomitant administration.",consensus set annotator team,11,98
package-insert-section-164.txt,Active ingredient,Cimetidine ,consensus set annotator team,12,22,Active ingredient,meperidine ,consensus set annotator team,,75,85,Positive,Qualitative,"Cimetidine

Cimetidine reduced the clearance and volume of distribution of meperidine and also the formation of the metabolite, normeperidine, in healthy subjects and thus, caution should be used with concomitant administration.",consensus set annotator team,23,71
package-insert-section-164.txt,Active ingredient,Cimetidine ,consensus set annotator team,12,22,Metabolite,normeperidine ,consensus set annotator team,meperidine ,128,141,Positive,Qualitative,"Cimetidine

Cimetidine reduced the clearance and volume of distribution of meperidine and also the formation of the metabolite, normeperidine, in healthy subjects and thus, caution should be used with concomitant administration.",consensus set annotator team,23,71
package-insert-section-166.txt,Active ingredient,Penicillin ,consensus set annotator team,0,10,Active ingredient,methotrexate ,consensus set annotator team,,46,58,Positive,Qualitative,Penicillins may reduce the renal clearance of methotrexate; increased serum concentrations of methotrexate with concomitant hematologic and gastrointestinal toxicity have been observed with methotrexate.,consensus set annotator team,60,90
package-insert-section-168.txt,Active ingredient,Clonazepam ,consensus set annotator team,61,71,Active ingredient,carbamazepine ,consensus set annotator team,,132,145,Negative,Qualitative,"Effect Of Clonazepam On The Pharmacokinetics Of Other Drugs: Clonazepam does not appear to alter the pharmacokinetics of phenytoin, carbamazepine or phenobarbital.",consensus set annotator team,72,117
package-insert-section-168.txt,Active ingredient,Clonazepam ,consensus set annotator team,61,71,Active ingredient,carbamazepine ,consensus set annotator team,,132,145,Negative,Qualitative,"Effect Of Clonazepam On The Pharmacokinetics Of Other Drugs: Clonazepam does not appear to alter the pharmacokinetics of phenytoin, carbamazepine or phenobarbital.",consensus set annotator team,72,117
package-insert-section-168.txt,Active ingredient,Clonazepam ,consensus set annotator team,61,71,Active ingredient,phenytoin ,consensus set annotator team,,121,130,Negative,Qualitative,"Effect Of Clonazepam On The Pharmacokinetics Of Other Drugs: Clonazepam does not appear to alter the pharmacokinetics of phenytoin, carbamazepine or phenobarbital.",consensus set annotator team,72,117
package-insert-section-168.txt,Active ingredient,Clonazepam ,consensus set annotator team,61,71,Active ingredient,phenobarbital ,consensus set annotator team,,149,162,Negative,Qualitative,"Effect Of Clonazepam On The Pharmacokinetics Of Other Drugs: Clonazepam does not appear to alter the pharmacokinetics of phenytoin, carbamazepine or phenobarbital.",consensus set annotator team,72,117
package-insert-section-17.txt,Active ingredient,sertraline ,consensus set annotator team,70,80,Active ingredient,tolbutamide ,consensus set annotator team,,220,231,Positive,Quantitative,"In a placebo-controlled trial in normal volunteers, administration of sertraline for 22 days (including 200 mg/day for the final 13 days) caused a statistically significant 16% decrease from baseline in the clearance of tolbutamide following an intravenous 1000 mg dose.",consensus set annotator team,173,216
package-insert-section-170.txt,Active ingredient,cholestyramine ,consensus set annotator team,666,680,Active ingredient,hydrochlorothiazide ,consensus set annotator team,,711,730,Positive,Quantitative,"Single doses of either cholestyramine or colestipol resins bind the hydrochlorothiazide and reduce its absorption from the gastrointestinal tract by up to 85% and 43%, respectively.",consensus set annotator team,735,808
package-insert-section-170.txt,Active ingredient,colestipol ,consensus set annotator team,684,694,Active ingredient,hydrochlorothiazide ,consensus set annotator team,,711,730,Positive,Quantitative,"Single doses of either cholestyramine or colestipol resins bind the hydrochlorothiazide and reduce its absorption from the gastrointestinal tract by up to 85% and 43%, respectively.",consensus set annotator team,735,808
package-insert-section-170.txt,Drug product,AVALIDE ,consensus set annotator team,1403,1410,Active ingredient,lithium ,consensus set annotator team,,1264,1271,Positive,Qualitative,Refer to the package insert for lithium preparations before use of such preparations with AVALIDE.,consensus set annotator team,1234,1271
package-insert-section-171.txt,Active ingredient,hydrochlorothiazide ,consensus set annotator team,9191,9210,Active ingredient,irbesartan ,consensus set annotator team,,9125,9135,Negative,Qualitative,The pharmacokinetics of irbesartan were not affected by coadministration of nifedipine or hydrochlorothiazide.,consensus set annotator team,9101,9153
package-insert-section-171.txt,Active ingredient,nifedipine ,consensus set annotator team,8604,8614,Active ingredient,irbesartan ,consensus set annotator team,,8655,8665,Negative,Qualitative,Concomitant nifedipine or hydrochlorothiazide had no effect on irbesartan pharmacokinetics.,consensus set annotator team,8638,8682
package-insert-section-171.txt,Active ingredient,hydrochlorothiazide ,consensus set annotator team,8618,8637,Active ingredient,irbesartan ,consensus set annotator team,,8655,8665,Negative,Qualitative,Concomitant nifedipine or hydrochlorothiazide had no effect on irbesartan pharmacokinetics.,consensus set annotator team,8638,8682
package-insert-section-171.txt,Active ingredient,irbesartan ,consensus set annotator team,8959,8969,Active ingredient,warfarin ,consensus set annotator team,,8916,8924,Negative,Qualitative,"In separate studies of patients receiving maintenance doses of warfarin, hydrochlorothiazide, or digoxin, irbesartan administration for 7 days had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics of digoxin.",consensus set annotator team,8996,9088
package-insert-section-171.txt,Active ingredient,irbesartan ,consensus set annotator team,8959,8969,Active ingredient,digoxin ,consensus set annotator team,,8950,8957,Negative,Qualitative,"In separate studies of patients receiving maintenance doses of warfarin, hydrochlorothiazide, or digoxin, irbesartan administration for 7 days had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics of digoxin.",consensus set annotator team,8996,9088
package-insert-section-171.txt,Active ingredient,nifedipine ,consensus set annotator team,9177,9187,Active ingredient,irbesartan ,consensus set annotator team,,9125,9135,Negative,Qualitative,The pharmacokinetics of irbesartan were not affected by coadministration of nifedipine or hydrochlorothiazide.,consensus set annotator team,9101,9153
package-insert-section-172.txt,Active ingredient,clarithromycin ,consensus set annotator team,816,830,Drug product,LIPITOR ,consensus set annotator team,,797,804,Positive,Qualitative,Clarithromycin: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 80 mg with clarithromycin (500 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,730,761
package-insert-section-172.txt,Active ingredient,clarithromycin ,consensus set annotator team,816,830,Active ingredient,Atorvastatin ,consensus set annotator team,,717,729,Positive,Qualitative,Clarithromycin: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 80 mg with clarithromycin (500 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,730,761
package-insert-section-172.txt,Active ingredient,ritonavir ,consensus set annotator team,1260,1269,Drug product,LIPITOR ,consensus set annotator team,,1241,1248,Positive,Qualitative,Combination of Protease Inhibitors: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg with ritonavir plus saquinavir (400 mg twice daily) or LIPITOR 20 mg with lopinavir plus ritonavir (400 mg + 100 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,1174,1205
package-insert-section-172.txt,Active ingredient,ritonavir ,consensus set annotator team,1260,1269,Active ingredient,Atorvastatin ,consensus set annotator team,,1161,1173,Positive,Qualitative,Combination of Protease Inhibitors: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg with ritonavir plus saquinavir (400 mg twice daily) or LIPITOR 20 mg with lopinavir plus ritonavir (400 mg + 100 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,1174,1205
package-insert-section-172.txt,Active ingredient,ritonavir ,consensus set annotator team,1344,1353,Active ingredient,Atorvastatin ,consensus set annotator team,,1161,1173,Positive,Qualitative,Combination of Protease Inhibitors: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg with ritonavir plus saquinavir (400 mg twice daily) or LIPITOR 20 mg with lopinavir plus ritonavir (400 mg + 100 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,1174,1205
package-insert-section-172.txt,Active ingredient,saquinavir ,consensus set annotator team,1275,1285,Drug product,LIPITOR ,consensus set annotator team,,1241,1248,Positive,Qualitative,Combination of Protease Inhibitors: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg with ritonavir plus saquinavir (400 mg twice daily) or LIPITOR 20 mg with lopinavir plus ritonavir (400 mg + 100 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,1174,1205
package-insert-section-172.txt,Active ingredient,saquinavir ,consensus set annotator team,1275,1285,Active ingredient,Atorvastatin ,consensus set annotator team,,1161,1173,Positive,Qualitative,Combination of Protease Inhibitors: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg with ritonavir plus saquinavir (400 mg twice daily) or LIPITOR 20 mg with lopinavir plus ritonavir (400 mg + 100 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,1174,1205
package-insert-section-172.txt,Active ingredient,lopinavir ,consensus set annotator team,1329,1338,Drug product,LIPITOR ,consensus set annotator team,,1241,1248,Positive,Qualitative,Combination of Protease Inhibitors: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg with ritonavir plus saquinavir (400 mg twice daily) or LIPITOR 20 mg with lopinavir plus ritonavir (400 mg + 100 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,1174,1205
package-insert-section-172.txt,Active ingredient,lopinavir ,consensus set annotator team,1329,1338,Active ingredient,Atorvastatin ,consensus set annotator team,,1161,1173,Positive,Qualitative,Combination of Protease Inhibitors: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg with ritonavir plus saquinavir (400 mg twice daily) or LIPITOR 20 mg with lopinavir plus ritonavir (400 mg + 100 mg twice daily) compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,1174,1205
package-insert-section-172.txt,Active ingredient,itraconazole ,consensus set annotator team,1778,1790,Active ingredient,Atorvastatin ,consensus set annotator team,,1680,1692,Positive,Qualitative,Itraconazole: Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 40 mg and itraconazole 200 mg [see Clinical Pharmacology (12.3)].,consensus set annotator team,1693,1724
package-insert-section-172.txt,Active ingredient,cyclosporine ,consensus set annotator team,2537,2549,Active ingredient,Atorvastatin ,consensus set annotator team,,2439,2451,Positive,Qualitative,Atorvastatin AUC was significantly increased with concomitant administration of LIPITOR 10 mg and cyclosporine 5.2 mg/kg/day compared to that of LIPITOR alone [see Clinical Pharmacology (12.3)].,consensus set annotator team,2452,2483
package-insert-section-172.txt,Active ingredient,efavirenz ,consensus set annotator team,2947,2956,Drug product,LIPITOR ,consensus set annotator team,,2895,2902,Positive,Qualitative,"7.4 Rifampin or other Inducers of Cytochrome P450 3A4

Concomitant administration of LIPITOR with inducers of cytochrome P450 3A4 (e.g., efavirenz, rifampin) can lead to variable reductions in plasma concentrations of atorvastatin.",consensus set annotator team,2968,3024
package-insert-section-172.txt,Active ingredient,rifampin ,consensus set annotator team,2958,2966,Drug product,LIPITOR ,consensus set annotator team,,2895,2902,Positive,Qualitative,"7.4 Rifampin or other Inducers of Cytochrome P450 3A4

Concomitant administration of LIPITOR with inducers of cytochrome P450 3A4 (e.g., efavirenz, rifampin) can lead to variable reductions in plasma concentrations of atorvastatin.",consensus set annotator team,2968,3024
package-insert-section-172.txt,Active ingredient,rifampin ,consensus set annotator team,3226,3234,Active ingredient,atorvastatin ,consensus set annotator team,,3287,3299,Positive,Qualitative,"Due to the dual interaction mechanism of rifampin, simultaneous co-administration of LIPITOR with rifampin is recommended, as delayed administration of LIPITOR after administration of rifampin has been associated with a significant reduction in atorvastatin plasma concentrations.",consensus set annotator team,3262,3321
package-insert-section-172.txt,Drug product,LIPITOR ,consensus set annotator team,3360,3367,Active ingredient,digoxin ,consensus set annotator team,,3372,3379,Positive,Quantitative,"7.5 Digoxin

When multiple doses of LIPITOR and digoxin were coadministered, steady state plasma digoxin concentrations increased by approximately 20%.",consensus set annotator team,3429,3474
package-insert-section-172.txt,Drug product,LIPITOR ,consensus set annotator team,3360,3367,Active ingredient,digoxin ,consensus set annotator team,,3421,3428,Positive,Quantitative,"7.5 Digoxin

When multiple doses of LIPITOR and digoxin were coadministered, steady state plasma digoxin concentrations increased by approximately 20%.",consensus set annotator team,3429,3474
package-insert-section-172.txt,Drug product,LIPITOR ,consensus set annotator team,3582,3589,Active ingredient,norethindrone ,consensus set annotator team,,3641,3654,Positive,Qualitative,"7.6 Oral Contraceptives

Co-administration of LIPITOR and an oral contraceptive increased AUC values for norethindrone and ethinyl estradiol [see Clinical Pharmacology (12.3)].",consensus set annotator team,3616,3629
package-insert-section-172.txt,Drug product,LIPITOR ,consensus set annotator team,3582,3589,Active ingredient,ethinyl estradiol ,consensus set annotator team,,3659,3676,Positive,Qualitative,"7.6 Oral Contraceptives

Co-administration of LIPITOR and an oral contraceptive increased AUC values for norethindrone and ethinyl estradiol [see Clinical Pharmacology (12.3)].",consensus set annotator team,3616,3629
package-insert-section-174.txt,Active ingredient,rifampin ,consensus set annotator team,140,148,Active ingredient,tacrolimus ,consensus set annotator team,,61,71,Positive,Quantitative,"In a study of 6 normal volunteers, a significant decrease in tacrolimus oral bioavailability (146% vs. 73%) was observed with concomitant rifampin administration (600 mg).",consensus set annotator team,49,109
package-insert-section-174.txt,Active ingredient,rifampin ,consensus set annotator team,307,315,Active ingredient,tacrolimus ,consensus set annotator team,,223,233,Positive,Quantitative,"In addition, there was a significant increase in tacrolimus clearance (0.0360.008 L/hr/kg vs. 0.0530.010 L/hr/kg) with concomitant rifampin administration.",consensus set annotator team,211,288
package-insert-section-175.txt,Active ingredient,nelfinavir ,consensus set annotator team,369,379,Active ingredient,tacrolimus ,consensus set annotator team,,353,363,Positive,Qualitative,"Based on a clinical study of 5 liver transplant recipients, coadministration of tacrolimus with nelfinavir increased blood concentrations of tacrolimus significantly and, as a result, a reduction in the tacrolimus dose by an average of 16-fold was needed to maintain mean trough tacrolimus blood concentrations of 9.7 ng/mL.",consensus set annotator team,380,410
package-insert-section-175.txt,Active ingredient,Tacrolimus ,consensus set annotator team,747,757,Active ingredient,phenytoin ,consensus set annotator team,,812,821,Positive,Qualitative,"Tacrolimus may affect the pharmacokinetics of other drugs (e.g., phenytoin) and increase their concentration.",consensus set annotator team,758,855
package-insert-section-177.txt,Active ingredient,cimetidine ,consensus set annotator team,334,344,Active ingredient,diazepam ,consensus set annotator team,,226,234,Positive,Qualitative,"At present, this reaction is known to occur with cimetidine, ketoconazole, fluvoxamine, fluoxetine, and omeprazole.",consensus set annotator team,192,222
package-insert-section-177.txt,Active ingredient,ketoconazole ,consensus set annotator team,346,358,Active ingredient,diazepam ,consensus set annotator team,,226,234,Positive,Qualitative,"At present, this reaction is known to occur with cimetidine, ketoconazole, fluvoxamine, fluoxetine, and omeprazole.",consensus set annotator team,192,222
package-insert-section-177.txt,Active ingredient,fluvoxamine ,consensus set annotator team,360,371,Active ingredient,diazepam ,consensus set annotator team,,226,234,Positive,Qualitative,"At present, this reaction is known to occur with cimetidine, ketoconazole, fluvoxamine, fluoxetine, and omeprazole.",consensus set annotator team,192,222
package-insert-section-177.txt,Active ingredient,fluoxetine ,consensus set annotator team,373,383,Active ingredient,diazepam ,consensus set annotator team,,226,234,Positive,Qualitative,"At present, this reaction is known to occur with cimetidine, ketoconazole, fluvoxamine, fluoxetine, and omeprazole.",consensus set annotator team,192,222
package-insert-section-177.txt,Active ingredient,omeprazole ,consensus set annotator team,389,399,Active ingredient,diazepam ,consensus set annotator team,,226,234,Positive,Qualitative,"At present, this reaction is known to occur with cimetidine, ketoconazole, fluvoxamine, fluoxetine, and omeprazole.",consensus set annotator team,192,222
package-insert-section-179.txt,Active ingredient,Isoniazid ,consensus set annotator team,15,24,Active ingredient,carbamazepine ,consensus set annotator team,,60,73,Positive,Qualitative,"Carbamazepine

Isoniazid is known to slow the metabolism of carbamazepine and increase its serum levels.",consensus set annotator team,78,103
package-insert-section-181.txt,Active ingredient,erythromycin ,consensus set annotator team,257,269,Active ingredient,verapamil ,consensus set annotator team,,320,329,Positive,Qualitative,"Clinically significant interactions have been reported with inhibitors of CYP3A4 (e.g.,  erythromycin, ritonavir) causing elevation of plasma levels of verapamil.",consensus set annotator team,282,316
package-insert-section-181.txt,Active ingredient,ritonavir ,consensus set annotator team,271,280,Active ingredient,verapamil ,consensus set annotator team,,320,329,Positive,Qualitative,"Clinically significant interactions have been reported with inhibitors of CYP3A4 (e.g.,  erythromycin, ritonavir) causing elevation of plasma levels of verapamil.",consensus set annotator team,282,316
package-insert-section-181.txt,Active ingredient,rifampin ,consensus set annotator team,527,535,Active ingredient,verapamil ,consensus set annotator team,,580,589,Positive,Qualitative,"Inducers of CYP3A4 (e.g.,  rifampin) have caused a lowering of plasma levels of verapamil.",consensus set annotator team,551,576
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,2278,2287,Active ingredient,metoprolol ,consensus set annotator team,,2171,2181,Positive,Qualitative,A decrease in metoprolol and propranolol clearance has been observed when either drug is administered concomitantly with verapamil.,consensus set annotator team,2159,2207
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,2278,2287,Active ingredient,propranolol ,consensus set annotator team,,2186,2197,Positive,Qualitative,A decrease in metoprolol and propranolol clearance has been observed when either drug is administered concomitantly with verapamil.,consensus set annotator team,2159,2207
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,2529,2538,Active ingredient,digoxin ,consensus set annotator team,,2568,2575,Positive,Quantitative,"Chronic verapamil treatment can increase serum digoxin levels by 50% to 75% during the first week of therapy, and this can result in digitalis toxicity.",consensus set annotator team,2553,2595
package-insert-section-181.txt,Active ingredient,Verapamil ,consensus set annotator team,2778,2787,Active ingredient,digitoxin ,consensus set annotator team,,2848,2857,Positive,Quantitative,"Verapamil may reduce total body clearance and extrarenal clearance of digitoxin by 27% and 29%, respectively.",consensus set annotator team,2792,2871
package-insert-section-181.txt,Active ingredient,Verapamil ,consensus set annotator team,3285,3294,Active ingredient,ethanol ,consensus set annotator team,,3335,3342,Positive,Qualitative,"7.5 Alcohol

Verapamil has been found to significantly inhibit ethanol elimination resulting in elevated blood ethanol concentrations that may prolong the intoxicating effects of alcohol.",consensus set annotator team,3327,3405
package-insert-section-181.txt,Active ingredient,Verapamil ,consensus set annotator team,3930,3939,Active ingredient,doxorubicin ,consensus set annotator team,,3953,3964,Positive,Qualitative,"7.8 Antineoplastic Agents

Verapamil can increase doxorubicin levels.",consensus set annotator team,3944,3971
package-insert-section-181.txt,Active ingredient,cyclophosphamide ,consensus set annotator team,4023,4039,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Drug product,oncovin ,consensus set annotator team,4041,4048,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Active ingredient,oncovin ,consensus set annotator team,4041,4048,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Active ingredient,procarbazine ,consensus set annotator team,4050,4062,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Active ingredient,prednisone ,consensus set annotator team,4064,4074,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Active ingredient,vindesine ,consensus set annotator team,4090,4099,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
